1,1,0.030,1.532,1,0,3,respectful
2,1,5.013,0.829,2,1,2,lazy
3,2,9.896,0.737,1,0,2,charming
4,2,15.063,1.139,1,0,3,insecure
5,4,19.646,2.387,1,1,2,loner
6,4,23.746,2.535,1,0,2,trendy
7,3,28.679,1.410,2,0,1,smart
8,3,33.129,2.192,1,0,2,giving
9,2,38.162,2.375,2,0,2,attractive
10,1,42.396,1.813,1,1,2,grumpy
1,1,0.031,1.391,1,0,3,respectful
2,1,5.014,1.799,2,1,2,lazy
3,2,9.897,1.628,1,0,2,charming
4,2,15.080,1.333,2,0,3,insecure
5,4,19.664,3.109,1,1,2,loner
6,4,23.764, NaN,0,0,2,trendy
7,3,28.697,2.364,2,0,1,smart
8,3,33.147,1.154,1,0,2,giving
9,2,38.180,2.833,2,0,2,attractive
10,1,42.413,2.319,1,1,2,grumpy
1,1,0.031,1.273,1,0,3,respectful
2,1,5.014,1.985,2,1,2,lazy
3,2,9.897,1.502,1,0,2,charming
4,2,15.080,2.047,2,0,3,insecure
5,4,19.664,1.423,1,1,2,loner
6,4,23.764,2.835,1,0,2,trendy
7,3,28.697,2.054,2,0,1,smart
8,3,33.147,1.972,1,0,2,giving
9,2,38.180,2.739,2,0,2,attractive
10,1,42.413,2.593,1,1,2,grumpy
