1,1,1,2,2,1,0.165,2,1.811,3.498,2,2.166,1,I usually skip breakfast
2,2,3,1,3,3,8.048,1,1.408,11.481,1,1.710,3,I hate being late
3,3,2,3,5,3,16.098,2,0.958,19.615,1,1.425,3,I like doing new things
4,1,1,2,1,1,24.265,2,1.455,27.665,2,2.207,1,I hate sour pickles
5,2,3,1,2,5,32.748,1,0.860,36.281,2,1.462,2,I like to chew my pencil
6,3,2,3,4,4,41.031,1,1.353,44.665,1,1.631,4,I wash my hands often
7,1,1,2,1,5,57.631,2,1.497,60.981,2,2.394,0,I hate tapioca
8,3,3,2,2,1,66.498,1,1.102,70.131,2,1.580,2,I sleep without a pillow
9,2,1,3,1,1,74.948,2,1.076,78.398,1,1.658,1,I like televised sports
10,3,3,2,5,2,83.398,2,0.714,87.015,1,1.841,2,I want to learn to surf
11,2,1,3,2,2,92.081,2,1.495,95.748,2,1.188,2,I hate chicken soup
12,1,2,1,3,4,100.965,1,1.067,104.681,1,1.462,3,I think tattoos are cool
13,1,2,1,4,1,110.031,1,0.825,113.448,1,1.832,4,I always watch the news
14,1,1,2,4,2,118.648,2,1.944,122.198,2,2.618,2,I hate to be tickled
15,3,3,2,2,2,134.831,2,1.712,138.481,1,1.654,2,I tell a lot of jokes
16,1,2,1,4,3,143.731,1,1.380,147.331,1,3.276,4,I hate walking uphill
17,2,3,1,3,2,152.481,1,1.359,155.981,1,1.226,3,I like to read books
18,2,3,1,5,3,161.031,2,1.112,164.715,1,1.813,3,I get ready quickly
19,3,2,3,5,1,169.298,2,1.230,172.865,1,1.559,1,I daydream in class
20,3,2,3,3,5,177.698,1,0.950,181.081,1,2.735,3,I hate to wait in line
21,2,3,1,5,5,194.348,1,1.452,198.031,1,2.200,0,I can keep a secret
22,1,2,1,1,3,203.431,1,1.625,206.848,1,1.600,1,I check Facebook often
23,2,1,3,3,2,211.948,2,1.364,215.465,2,2.199,2,I hate riding the bus
24,2,3,1,4,4,220.798,1,1.370,224.381,1,2.090,4,I like to burp out loud
25,2,1,3,1,4,237.331,2,1.156,240.798,1,1.658,4,I like free stuff
26,1,1,2,3,1,245.498,2,1.566,249.031,2,2.913,1,I hate wearing seatbelts
27,3,2,3,2,3,254.498,2,1.310,257.848,2,1.840,3,I hate big cities
28,2,1,3,4,4,262.648,2,1.096,266.034,1,1.350,4,I sing in the shower
29,1,2,1,1,1,270.598,1,0.994,273.965,2,2.003,1,I hate earmuffs
30,3,2,3,1,5,279.281,1,0.902,282.981,1,1.522,1,I bite my fingernails
31,1,1,2,2,4,287.998,2,1.002,291.365,1,1.163,4,I love ketchup
32,2,1,3,3,4,296.498,2,0.822,300.198,1,1.418,4,I hate tofu
33,3,2,3,5,4,313.065,2,1.079,316.498,1,1.262,4,I like to wrestle
34,2,1,3,4,4,321.181,2,1.219,324.515,2,1.789,4,I always wear a watch
35,3,3,2,5,5,329.798,2,1.098,333.115,1,1.101,0,I love scary movies
36,3,2,3,3,1,338.565,1,1.051,342.031,2,1.304,3,I like country music
37,1,1,2,3,1,347.415,2,1.233,350.881,1,2.390,1,I have a lucky charm
38,1,2,1,3,1,355.765,1,0.963,359.415,1,2.161,3,I like foot massages
39,1,2,1,5,5,371.931,1,1.477,375.548,2,2.124,0,I like people who litter
40,3,2,3,5,4,380.731,2,0.765,384.298,2,2.054,4,I hate eating leftovers
41,3,3,2,1,1,389.231,2,1.816,392.731,1,1.812,1,I want super powers
42,1,1,2,3,1,398.215,2,1.161,401.698,2,1.774,1,I floss every day
43,3,2,3,5,4,406.465,2,1.047,410.017,1,1.319,4,I remember dreams
44,2,1,3,4,4,415.448,2,0.976,419.115,1,1.821,4,I hate mosquito bites
45,2,1,3,4,5,424.031,2,1.393,427.615,1,2.137,0,I like hip-hop music
