1,1,3.665,1.059,1,0,2,social
2,1,7.881,0.818,2,1,1,lame
3,2,13.198,1.238,2,1,2,stubborn
4,2,18.281,0.899,1,0,2,loyal
5,4,26.581,1.270,1,1,2,depressed
6,4,30.864,2.203,2,0,2,thoughtful
7,4,36.064,1.531,1,0,3,trustworthy
8,3,40.415,1.293,1,0,1,cool
9,2,48.848,0.836,2,1,1,rude
10,2,53.881,1.075,1,0,4,independent
11,1,57.998,0.838,2,1,2,loner
12,1,62.498,0.906,1,0,4,adventurous
13,4,93.081,2.146,1,1,2,lazy
14,3,98.198,1.270,2,0,1,hot
15,3,102.614,2.093,2,0,2,snobby
16,3,107.164,2.023,1,0,2,charming
17,1,115.098,1.354,2,1,2,boring
18,1,119.698,1.962,2,0,3,admired
19,2,124.564,1.335,1,0,2,helpful
20,2,129.331,1.041,1,0,2,patient
21,4,137.948,1.736,1,0,3,respectful
22,4,142.115,1.081,1,0,3,confident
23,3,147.181,1.583,2,0,3,outgoing
24,3,152.398,1.102,1,0,3,popular
25,2,183.581,1.350,2,1,4,unethical
26,2,188.231,0.885,2,1,3,dishonest
27,1,192.481,0.939,2,1,2,creepy
28,1,196.948,0.768,2,0,3,insecure
29,3,204.648,1.732,2,0,2,attractive
30,3,209.498,1.418,1,1,2,awkward
31,3,214.748,0.936,2,1,2,wealthy
32,4,219.881,2.755,1,1,2,grumpy
33,1,228.281,2.570,1,0,2,flirty
34,1,233.631,2.348,2,1,2,ugly
35,2,237.781,0.823,1,1,2,selfish
36,2,243.114,1.217,1,0,1,smart
37,3,273.648,1.492,2,0,2,sexy
38,4,277.848,1.868,1,0,2,friendly
39,4,282.281,0.811,1,0,2,caring
40,4,287.014,1.349,1,0,4,motivated
41,2,295.581,0.967,2,1,1,mean
42,2,300.298,1.418,2,1,2,angry
43,1,305.581,0.974,2,0,2,withdrawn
44,1,310.564,1.103,1,0,2,trendy
45,3,319.098,1.458,1,1,1,shy
46,3,323.731,1.217,1,1,2,loser
47,4,328.114,1.465,2,0,1,calm
48,4,333.014,1.661,2,0,2,giving
