1,2,3.660,2.188,1,0,1,hot
2,1,8.025,1.135,1,1,2,depressed
3,1,12.708,1.204,2,1,2,grumpy
4,1,17.692,0.941,1,0,4,motivated
5,3,26.121,2.256,1,0,2,giving
6,3,30.753,1.991,2,0,1,smart
7,3,34.951,1.657,2,0,2,helpful
8,4,40.018,1.358,1,0,2,charming
9,1,47.795,0.885,1,0,3,confident
10,2,52.528,1.065,1,0,2,flirty
11,2,57.478,1.274,2,0,2,trendy
12,2,62.512,1.584,2,0,3,admired
13,4,92.749,1.363,1,1,2,boring
14,4,97.248,1.297,1,0,2,attractive
15,4,101.496,1.041,1,1,2,loner
16,3,106.647,1.402,1,0,3,trustworthy
17,2,115.561,1.728,1,0,2,sexy
18,1,120.410,1.302,2,1,2,angry
19,2,125.762,0.982,1,0,1,cool
20,1,130.980,1.349,1,1,2,stubborn
21,3,139.710,1.811,1,1,2,selfish
22,3,144.292,0.852,1,0,2,patient
23,3,148.758,0.467,1,1,1,rude
24,4,153.691,0.517,1,1,1,lame
25,1,184.129,1.584,1,1,2,lazy
26,1,188.427,0.902,1,0,4,independent
27,2,192.976,1.305,1,0,3,outgoing
28,2,197.692,1.797,2,0,2,snobby
29,4,205.636,1.341,1,1,2,wealthy
30,4,209.917,2.291,2,1,2,creepy
31,4,215.252,1.252,1,0,2,withdrawn
32,3,219.901,1.395,1,0,1,calm
33,2,228.815,1.153,1,0,4,adventurous
34,2,233.414,1.186,2,1,2,ugly
35,1,237.930,1.063,1,0,2,loyal
36,1,242.930,1.246,1,0,2,caring
37,3,273.033,1.479,1,0,3,respectful
38,3,277.415,1.249,1,0,2,friendly
39,3,282.315,1.013,1,1,1,mean
40,4,287.566,2.258,1,0,3,insecure
41,1,296.045,1.411,1,0,2,thoughtful
42,1,300.160,1.377,1,1,3,dishonest
43,2,305.243,2.005,2,1,1,shy
44,2,310.411,1.077,2,0,3,popular
45,4,318.790,1.395,1,1,2,awkward
46,4,323.239,1.346,1,0,2,social
47,4,328.440,1.185,2,1,2,loser
48,3,333.240,1.689,1,1,4,unethical
