1,1,1,2,2,4,0.082,2,1.113,3.577,1,1.274,4,I always watch the news
2,2,1,3,1,2,8.126,2,0.997,11.772,2,1.239,2,I love pepperoni pizza
3,3,2,3,2,2,17.174,2,1.549,20.853,2,1.142,2,I hate big cities
4,1,2,1,1,4,25.502,2,1.012,28.830,1,1.108,4,I hate doing dishes
5,1,1,2,2,3,33.848,1,1.099,37.443,1,1.087,2,I carry a water bottle
6,3,3,2,2,3,42.644,2,1.326,46.273,2,1.145,3,I hate tapioca
7,1,1,2,5,1,51.491,2,1.463,55.054,2,1.381,1,I hate spicy mustard
8,2,3,1,4,4,59.954,2,1.121,63.482,2,0.912,4,I think sushi is gross
9,3,3,2,4,2,68.098,1,1.289,71.477,1,1.198,4,I like smelling markers
10,3,2,3,2,5,76.628,1,1.319,80.089,2,1.169,2,I am a morning person
11,3,3,2,2,4,84.923,2,1.328,88.284,1,1.231,4,I drink a lot of coffee
12,2,1,3,3,3,93.385,1,0.906,96.863,2,1.107,3,I hate chicken soup
13,1,1,2,2,2,101.496,1,1.083,105.192,2,0.907,2,I do not eat meat
14,3,3,2,5,5,109.707,1,1.599,113.320,2,1.211,0,I never get bored
15,2,1,3,1,1,118.738,1,1.024,122.284,2,1.175,1,I like to burp out loud
16,2,3,1,3,2,127.050,2,1.216,130.629,1,1.078,2,I love ketchup
17,2,1,3,2,1,135.512,1,1.250,139.158,1,1.293,2,I remember dreams
18,3,2,3,5,4,144.426,2,1.432,148.139,1,0.952,4,I like to play cards
19,1,2,1,2,5,152.872,1,1.523,156.217,1,1.154,2,I tell a lot of jokes
20,2,3,1,5,5,169.144,2,1.258,172.807,1,1.612,0,I like the way I look
21,1,2,1,3,4,177.623,2,0.979,181.002,1,0.849,4,I daydream in class
22,1,2,1,4,4,185.567,2,0.931,188.929,1,1.410,4,I love scary movies
23,2,3,1,2,3,194.314,2,1.065,197.742,2,1.188,3,I hate soft beds
24,3,2,3,1,4,211.188,2,1.670,214.784,1,1.227,4,I like to sleep in late
25,2,3,1,4,5,219.534,1,1.589,223.213,2,1.022,4,I sleep without a pillow
26,3,2,3,3,3,228.548,1,1.879,231.893,1,0.982,3,I like to read books
27,1,2,1,2,4,237.244,2,0.822,240.673,2,1.610,4,I hate licking envelopes
28,1,1,2,1,1,253.851,1,1.279,257.564,2,1.503,1,I like country music
29,2,3,1,3,4,262.631,2,0.939,266.043,2,1.400,4,I hate earmuffs
30,1,1,2,1,1,270.625,1,1.185,274.071,2,1.196,1,I am afraid of ghosts
31,3,2,3,5,3,279.389,2,1.382,282.717,2,1.438,3,I like people who litter
32,3,2,3,4,5,287.751,1,1.292,291.296,2,1.250,4,I always use sunscreen
33,2,3,1,5,5,296.263,2,1.139,299.876,1,0.887,0,I like birthday parties
34,3,2,3,1,2,304.876,2,1.567,308.572,2,1.455,2,I hate squeaky shoes
35,1,1,2,1,5,321.366,1,1.413,324.995,2,2.240,1,I bite my fingernails
36,3,2,3,5,5,330.129,2,1.410,333.708,2,1.039,0,I hate tofu
37,1,2,1,4,3,339.227,2,1.408,342.672,2,1.419,3,I make my own lunch
38,3,3,2,1,3,347.539,2,1.800,350.934,1,1.821,3,I can keep a secret
39,2,1,3,1,3,356.419,1,1.871,359.881,1,2.498,1,I never sit up straight
40,1,2,1,5,3,365.166,2,1.045,368.728,1,1.635,3,I like to wrestle
41,2,3,1,5,1,381.405,2,1.070,384.917,1,1.294,1,I hate mosquito bites
42,1,2,1,3,3,390.386,2,1.089,393.864,1,1.514,3,I think tattoos are cool
43,2,1,3,4,1,398.948,1,0.966,402.444,1,1.071,4,I hate being sick
44,2,1,3,5,2,415.405,2,1.590,418.917,2,1.342,2,I hate wearing seatbelts
45,3,3,2,2,2,424.168,1,1.843,427.563,1,1.208,2,I like hip-hop music
