1,1,3.659,1.669,2,0,2,withdrawn
2,2,8.241,0.967,2,1,1,mean
3,2,13.442,1.318,1,0,1,calm
4,2,17.640,1.280,2,1,1,rude
5,4,26.136,0.872,1,1,2,depressed
6,4,30.283,2.517,1,0,3,trustworthy
7,4,34.447,2.025,2,0,2,loyal
8,3,39.097,0.687,1,1,2,loser
9,2,47.074,3.230,1,1,2,stubborn
10,1,52.191,0.592,1,0,2,trendy
11,1,57.259,0.773,1,0,2,flirty
12,1,61.490,1.670,2,0,2,snobby
13,3,92.212,1.580,1,0,2,charming
14,3,96.761,1.175,1,1,2,loner
15,3,101.761, NaN,0,1,2,creepy
16,4,105.842,1.878,1,1,2,lazy
17,2,114.739,1.069,2,1,3,dishonest
18,2,119.154,0.702,1,0,2,friendly
19,2,124.105,1.655,1,0,2,helpful
20,2,129.038,1.018,2,1,2,angry
21,4,136.982,1.162,1,0,2,giving
22,4,141.447,2.033,1,0,2,thoughtful
23,4,146.180,1.772,1,0,2,patient
24,3,151.348,1.652,2,1,2,awkward
25,2,181.668,0.724,1,0,4,independent
26,1,186.167,1.593,2,0,2,sexy
27,1,191.251,1.989,1,1,2,wealthy
28,1,196.101,0.899,2,1,1,lame
29,3,204.346,1.022,1,1,1,shy
30,3,209.246,1.162,1,0,3,insecure
31,4,213.494,1.370,1,0,2,caring
32,4,218.294,1.474,1,0,1,smart
33,2,226.723,2.029,1,1,2,selfish
34,2,231.707,1.181,1,0,4,motivated
35,1,235.821,0.787,1,0,3,admired
36,1,240.972,0.668,1,0,4,adventurous
37,4,271.593,1.639,1,0,3,respectful
38,4,275.875,1.749,1,1,4,unethical
39,3,280.256,2.104,1,1,2,ugly
40,3,285.507,2.148,2,1,2,boring
41,1,293.886,1.490,1,0,2,social
42,1,299.238,2.458,1,0,1,cool
43,1,304.456,0.656,1,0,3,outgoing
44,2,308.904,0.720,1,0,3,confident
45,3,317.032,1.976,1,0,1,hot
46,3,322.334,0.658,1,0,3,popular
47,3,327.669,0.891,1,0,2,attractive
48,4,332.753,1.999,1,1,2,grumpy
