1,1,3.658,1.031,2,0,2,flirty
2,2,8.374,0.987,1,0,3,respectful
3,2,13.174,1.155,1,0,2,friendly
4,2,18.308,0.941,2,1,1,mean
5,4,26.252,0.909,1,0,3,trustworthy
6,3,30.718,0.660,1,0,2,social
7,4,36.069,1.460,1,0,3,confident
8,4,40.301,1.365,1,1,3,dishonest
9,2,48.111,1.427,1,0,2,loyal
10,2,53.011,0.887,1,1,2,stubborn
11,1,57.309,1.044,2,1,2,loner
12,1,61.941,1.228,2,0,2,sexy
13,3,92.345,1.072,1,1,2,ugly
14,3,97.279,1.450,1,0,2,withdrawn
15,3,101.527,1.690,1,1,1,shy
16,3,106.377,1.672,1,1,2,creepy
17,1,114.271,1.931,1,0,1,cool
18,1,118.686,1.652,1,0,2,trendy
19,2,123.636,1.213,2,1,2,grumpy
20,2,128.670,1.739,1,0,1,calm
21,3,136.848,2.121,1,1,2,loser
22,4,142.183,1.346,1,0,2,patient
23,4,146.832,0.905,1,0,1,smart
24,4,152.033,1.368,1,1,2,lazy
25,2,183.223,1.706,1,0,4,motivated
26,1,187.588,1.997,1,0,3,admired
27,1,192.672,1.737,2,1,1,lame
28,1,197.272,3.162,2,0,2,charming
29,3,205.884,1.197,1,0,3,insecure
30,3,211.169,1.256,1,0,1,hot
31,3,215.852,0.997,1,1,2,wealthy
32,4,220.668,0.797,1,0,4,independent
33,1,228.780,1.998,2,0,2,snobby
34,1,233.646,1.555,2,0,3,popular
35,2,238.379,1.198,1,0,2,giving
36,2,242.928,1.513,1,1,1,rude
37,4,274.269,1.237,1,1,2,selfish
38,4,279.386,1.143,1,1,2,depressed
39,4,283.902,1.252,1,0,2,helpful
40,3,288.049,2.064,1,1,2,boring
41,2,296.093,1.429,2,1,2,angry
42,2,301.345,0.872,1,0,2,caring
43,1,305.442,2.191,1,1,2,awkward
44,1,310.660,0.925,1,0,4,adventurous
45,4,319.039,2.211,1,0,2,thoughtful
46,4,324.022,1.075,1,1,4,unethical
47,3,328.203,1.606,1,0,3,outgoing
48,3,333.271,1.235,1,0,2,attractive
