1,3,3,2,5,2,0.081,2,1.146,3.515,2,1.536,2,I never get bored
2,2,1,3,4,4,8.915,2,0.944,12.398,1,1.605,4,I make people laugh
3,1,1,2,4,4,17.364,2,0.991,21.031,1,1.468,4,I think eggs are nasty
4,2,3,1,4,3,25.548,1,1.335,29.215,2,2.068,4,I do not eat meat
5,2,3,1,5,5,34.281,1,1.226,37.731,1,1.152,0,I like to play cards
6,3,2,3,1,1,43.048,1,1.491,46.381,2,2.142,1,I hate pulling weeds
7,2,1,3,4,1,50.964,2,1.415,54.665,1,1.802,1,I like the way I look
8,1,2,1,4,1,60.048,1,0.971,63.648,2,1.707,4,I hate soft beds
9,1,2,1,5,3,69.098,2,2.057,72.565,2,2.590,3,I am afraid of ghosts
10,1,1,2,2,4,77.598,2,1.141,81.048,2,2.387,4,I rarely get headaches
11,3,3,2,3,2,86.565,1,1.030,90.098,1,1.905,3,I hate spicy mustard
12,2,1,3,3,5,95.231,2,1.420,98.615,2,2.644,0,I think sushi is gross
13,2,1,3,1,1,111.615,2,1.260,115.081,2,2.258,1,I never sit up straight
14,3,3,2,3,5,120.431,1,0.892,124.065,2,2.298,3,I always have chapstick
15,3,2,3,3,3,136.748,1,1.247,140.265,1,2.066,3,I like to sleep in late
16,3,2,3,3,5,145.048,1,1.115,148.481,2,1.850,3,I read a lot of comics
17,1,1,2,2,1,153.048,2,1.187,156.565,2,1.670,1,I hate rainy days
18,2,3,1,1,5,161.464,1,1.291,164.781,1,2.454,1,I get sleepy after eating
19,3,3,2,2,4,169.531,2,1.248,172.898,2,1.721,4,I hate skinny jeans
20,1,1,2,5,4,178.398,2,0.861,181.748,1,1.495,4,I have a best friend
21,2,1,3,2,2,186.481,2,1.194,189.898,1,1.529,2,I make my own lunch
22,3,2,3,1,1,194.565,1,1.606,197.931,1,1.592,1,I never make my bed
23,1,1,2,1,3,203.148,2,1.039,206.765,2,3.350,3,I never break the rules
24,3,3,2,2,2,220.098,2,1.169,223.815,2,1.964,2,I hate doing dishes
25,1,1,2,2,5,228.364,2,1.647,231.715,1,1.072,0,I love pepperoni pizza
26,2,1,3,1,3,236.348,2,0.927,239.931,1,1.552,3,I carry a water bottle
27,2,1,3,5,3,252.881,2,0.810,256.531,1,1.768,3,I get good grades
28,1,1,2,3,4,261.231,2,1.108,264.915,1,1.616,4,I always stay up late
29,1,2,1,1,1,270.181,1,1.214,273.581,2,1.846,1,I always use sunscreen
30,3,2,3,4,1,278.765,1,1.846,282.098,2,2.273,4,I am a morning person
31,1,2,1,5,5,295.181,1,2.254,298.731,2,2.032,0,I like smelling markers
32,2,1,3,4,3,303.665,2,1.362,307.165,1,1.518,3,I like watching sunsets
33,1,1,2,3,2,312.181,2,1.414,315.831,1,2.060,2,I can use chopsticks
34,3,2,3,1,5,321.031,1,1.172,324.731,1,1.576,1,I like wearing hoodies
35,2,1,3,1,1,330.198,2,1.125,333.831,2,1.804,1,I am a good dancer
36,1,1,2,4,4,338.648,2,1.203,342.215,2,1.660,4,I take a lot of naps
37,3,2,3,2,4,347.465,2,1.019,351.015,1,1.100,4,I like cheeseburgers
38,2,3,1,1,1,356.164,1,0.927,359.648,1,1.763,1,I shower in the morning
39,3,3,2,4,3,372.481,1,1.018,376.048,1,1.163,4,I want super powers
40,2,3,1,1,2,381.348,1,1.367,384.781,2,1.830,1,I drink a lot of coffee
41,1,2,1,4,3,389.681,1,1.234,393.265,1,1.555,4,I hate being sick
42,2,3,1,2,3,406.065,1,1.042,409.731,1,1.624,2,I hate squeaky shoes
43,1,2,1,3,4,414.615,1,1.365,418.065,1,1.754,3,I like birthday parties
44,3,3,2,2,5,423.181,1,0.742,426.898,2,2.209,2,I hate licking envelopes
45,3,2,3,4,4,432.331,2,2.472,435.898,1,1.313,4,I like to watch cartoons
