1,6,0.021,0, NaN,2.730,0,0.83,3.964
2,4,4.085,2,0.730,6.777,4,0.50,3.947
3,4,8.316,2,0.755,11.192,0,0.50,4.131
4,4,14.755,2,0.804,17.480,0,0.50,3.997
5,2,19.504,2,0.871,22.013,0,0.17,3.763
6,6,24.103,1,0.912,26.863,0,0.83,4.014
7,6,28.870,2,0.969,32.967,0,0.83,5.368
8,5,36.094,2,2.048,39.171,2,0.83,4.348
9,1,40.509,1,1.393,43.520,0,0.17,4.264
10,5,47.885,2,0.882,50.544,2,0.83,3.913
11,2,53.136,2,1.111,55.661,4,0.17,3.796
12,6,56.999,2,1.424,59.541,4,0.83,3.813
13,4,62.167,1,0.872,65.528,0,0.50,4.632
14,6,66.917,2,0.826,69.509,4,0.83,3.863
15,4,71.097,2,0.629,73.807,0,0.50,3.980
16,6,76.248,2,0.646,79.108,4,0.83,4.131
17,2,80.848,2,0.983,83.507,0,0.17,3.930
18,1,84.895,2,1.096,87.855,0,0.17,4.231
19,2,91.317,1,1.514,94.076,4,0.17,4.030
20,5,95.414,2,0.745,97.939,0,0.83,3.796
21,2,100.181,2,0.826,103.057,0,0.17,4.148
22,3,104.780,1,1.251,107.656,2,0.50,4.148
23,3,111.268,1,0.802,113.861,0,0.50,3.863
24,3,115.232,2,1.111,117.808,0,0.50,3.846
25,1,120.600,1,0.902,123.126,2,0.17,3.796
26,5,124.581,1,0.762,127.340,2,0.83,4.030
27,4,129.732,1,1.107,132.625,0,0.50,4.148
28,1,134.113,1,0.765,136.739,2,0.17,3.880
29,6,138.579,2,0.932,141.639,4,0.83,4.331
30,2,144.348,1,1.106,147.158,4,0.17,4.081
31,1,148.897,1,0.877,151.724,2,0.17,4.097
32,4,154.751,1,0.840,157.259,4,0.50,3.780
33,5,158.765,2,1.218,161.591,2,0.83,4.097
34,2,163.832,2,0.991,166.859,4,0.17,4.281
35,5,171.274,2,0.709,174.435,2,0.83,4.415
36,5,177.027,2,0.508,179.803,2,0.83,4.047
37,3,182.563,2,0.932,185.055,2,0.50,3.763
38,1,186.476,1,0.723,189.236,2,0.17,4.030
39,6,190.741,2,0.746,193.400,4,0.83,3.913
40,3,194.922,1,0.821,197.447,2,0.50,3.796
41,5,201.377,2,0.822,204.170,2,0.83,4.064
42,4,205.642,1,0.757,208.518,0,0.50,4.131
43,1,209.973,1,0.690,212.850,2,0.17,4.131
44,2,214.940,1,1.523,217.532,4,0.17,3.863
45,6,222.449,2,0.605,225.761,4,0.83,4.582
46,1,227.818,1,0.893,230.510,2,0.17,3.947
47,6,232.417,2,0.670,234.959,4,0.83,3.796
48,4,236.330,1,0.741,239.625,0,0.50,4.566
49,3,242.050,2,0.749,245.829,0,0.50,5.051
50,2,247.234,1,1.500,249.843,4,0.17,3.880
51,5,251.231,2,0.712,253.757,2,0.83,3.796
52,2,255.396,1,1.067,259.660,4,0.17,5.536
53,3,262.921,2,1.245,266.734,0,0.50,5.067
54,1,269.577,1,0.653,272.136,2,0.17,3.830
55,5,273.641,2,0.781,276.351,2,0.83,3.964
56,1,277.856,1,0.751,280.398,0,0.17,3.796
57,6,281.736,2,0.711,284.796,4,0.83,4.315
58,5,287.104,2,1.151,290.332,2,0.83,4.482
59,3,292.456,1,0.831,296.035,0,0.50,4.850
60,3,297.590,1,1.089,300.182,2,0.50,3.863
61,3,301.855,1,0.744,304.363,0,0.50,3.763
62,2,306.036,2,0.939,308.912,0,0.17,4.131
63,3,310.601,1,0.997,313.495,0,0.50,4.164
64,4,315.769,1,0.742,318.645,0,0.50,4.131
65,3,321.004,1,0.779,323.914,0,0.50,4.181
66,1,326.188,1,0.667,329.466,2,0.17,4.549
67,6,330.821,2,0.690,334.533,4,0.83,4.967
68,1,336.356,1,0.707,339.132,2,0.17,4.047
69,4,341.909,1,0.714,344.417,4,0.50,3.763
70,2,346.140,1,1.491,348.782,4,0.17,3.897
71,4,350.287,1,0.751,353.699,4,0.50,4.683
72,5,355.522,2,0.773,358.666,2,0.83,4.398
