1,2,3.659,1.689,2,0,2,flirty
2,1,8.458,0.953,1,0,3,respectful
3,1,12.874,0.874,1,0,2,friendly
4,1,18.175,1.109,2,1,1,mean
5,3,26.336,1.979,1,0,3,trustworthy
6,3,31.487,1.428,1,0,3,confident
7,4,35.869,1.311,1,0,2,social
8,4,40.067,1.273,1,1,2,ugly
9,1,48.629,1.446,1,0,2,loyal
10,2,53.362,1.865,2,1,2,loner
11,2,57.510,1.526,2,0,2,sexy
12,1,61.590,0.997,1,1,2,stubborn
13,4,92.078,1.861,1,0,2,withdrawn
14,3,97.330,2.866,1,1,3,dishonest
15,3,101.661,2.327,1,0,2,patient
16,3,106.176,2.723,2,0,1,smart
17,1,114.505,2.227,2,1,2,grumpy
18,1,119.589,1.263,2,0,1,calm
19,2,124.573,2.079,2,0,1,cool
20,2,129.607,2.149,1,0,2,trendy
21,3,137.852,1.528,1,1,2,lazy
22,3,142.217,2.363,1,0,4,independent
23,4,146.715,2.272,1,1,1,shy
24,4,151.933,2.663,1,1,2,creepy
25,1,182.204,1.776,1,0,4,motivated
26,2,187.020,2.520,1,0,3,admired
27,2,192.305,2.579,2,1,1,lame
28,2,197.171,2.776,1,0,2,charming
29,4,206.135,1.364,1,1,2,loser
30,4,211.052,1.671,1,0,3,insecure
31,3,216.254,1.454,1,1,2,selfish
32,3,220.535,1.525,1,1,2,depressed
33,2,228.796,2.159,2,0,2,snobby
34,1,233.964,1.704,1,0,2,giving
35,1,238.396,3.432,1,1,1,rude
36,2,243.296,2.620,2,0,3,popular
37,3,274.420,2.136,1,0,2,helpful
38,4,278.534,2.142,1,0,1,hot
39,4,282.832,1.404,1,1,2,wealthy
40,4,287.598,2.206,1,1,2,boring
41,2,296.211,1.993,2,1,2,awkward
42,2,300.810,1.146,1,0,4,adventurous
43,1,306.145,1.155,2,1,2,angry
44,1,310.376,1.972,1,0,2,caring
45,4,318.571,2.105,1,0,3,outgoing
46,4,322.735,1.397,1,0,2,attractive
47,3,327.418,1.298,1,0,2,thoughtful
48,3,332.485,3.015,1,1,4,unethical
