1,1,3.663,1.208,2,1,2,stubborn
2,1,8.613,0.970,1,0,2,loyal
3,2,12.896,1.391,1,0,2,social
4,2,18.146,1.125,2,1,1,lame
5,4,26.846,1.768,1,0,1,cool
6,4,31.396,1.827,1,0,1,hot
7,3,36.513,1.126,1,1,2,depressed
8,3,40.713,1.790,2,0,2,thoughtful
9,2,49.246,0.936,2,1,2,loner
10,1,54.613,0.898,2,1,1,rude
11,1,59.130,0.901,1,0,4,independent
12,1,64.296,0.942,1,0,2,helpful
13,3,94.813,1.714,1,0,3,trustworthy
14,3,99.246,1.553,1,1,2,lazy
15,4,103.996,1.523,2,0,2,snobby
16,4,108.646,2.041,2,0,2,charming
17,2,116.430,1.585,1,0,4,adventurous
18,1,121.646,0.977,1,0,2,patient
19,2,126.846,0.912,2,1,2,boring
20,2,131.446,1.665,1,0,3,admired
21,4,140.396,2.331,2,0,3,outgoing
22,4,145.680,1.407,1,0,3,popular
23,3,150.030,1.865,1,0,3,respectful
24,3,154.830,1.193,1,0,3,confident
25,1,185.096,2.486,2,1,4,unethical
26,1,189.396,1.715,2,1,3,dishonest
27,1,194.696,1.391,2,1,2,selfish
28,2,199.413,1.130,2,1,2,creepy
29,3,207.146,2.308,1,1,2,grumpy
30,3,212.046,1.441,1,0,2,friendly
31,4,216.430,1.137,2,0,2,attractive
32,4,221.280,1.519,1,1,2,awkward
33,2,229.046,1.120,2,0,3,insecure
34,2,234.180,1.875,1,0,2,flirty
35,2,238.863,0.896,2,1,2,ugly
36,1,243.496,1.455,1,0,1,smart
37,4,274.380,1.147,1,1,2,wealthy
38,4,279.146,2.036,1,0,2,sexy
39,3,283.963,1.628,1,0,2,caring
40,3,288.980,1.483,1,0,4,motivated
41,2,296.813,1.154,2,0,2,withdrawn
42,2,301.146,1.933,1,0,2,trendy
43,1,306.180,1.019,2,1,1,mean
44,1,310.280,0.863,2,1,2,angry
45,3,318.880,1.871,2,0,1,calm
46,3,323.346,2.293,2,0,2,giving
47,4,327.763,1.708,1,1,1,shy
48,4,332.830,1.737,1,1,2,loser
