1,6,0.024,2,1.717,2.733,0,0.83,3.980
2,4,4.088,1,0.701,6.764,0,0.50,3.930
3,4,8.319,2,1.182,11.196,0,0.50,4.147
4,4,14.758,0, NaN,17.484,0,0.50,3.997
5,2,19.507,1,0.729,22.016,4,0.17,3.779
6,6,24.106,2,0.802,26.866,4,0.83,4.014
7,6,28.873,2,0.788,32.953,0,0.83,5.335
8,5,36.098,1,1.499,39.175,0,0.83,4.348
9,1,40.496,2,1.773,43.523,2,0.17,4.281
10,5,47.871,2,0.886,50.547,2,0.83,3.930
11,2,53.139,1,0.946,55.648,0,0.17,3.780
12,6,57.002,2,1.930,59.545,4,0.83,3.813
13,4,62.170,1,0.747,65.515,0,0.50,4.599
14,6,66.920,2,0.725,69.495,4,0.83,3.847
15,4,71.101,2,0.888,73.793,0,0.50,3.947
16,6,76.252,2,0.777,79.112,4,0.83,4.131
17,2,80.851,1,0.954,83.510,4,0.17,3.930
18,1,84.898,2,1.323,87.858,0,0.17,4.231
19,2,91.320,1,0.757,94.063,4,0.17,4.014
20,5,95.401,2,1.124,97.943,0,0.83,3.813
21,2,100.184,1,0.789,103.044,4,0.17,4.131
22,3,104.783,1,1.054,107.659,2,0.50,4.147
23,3,111.255,1,0.958,113.847,0,0.50,3.863
24,3,115.218,1,1.386,117.794,2,0.50,3.847
25,1,120.604,2,1.233,123.129,0,0.17,3.796
26,5,124.584,2,0.925,127.327,0,0.83,4.014
27,4,129.735,1,1.350,132.611,0,0.50,4.131
28,1,134.117,2,1.560,136.726,0,0.17,3.863
29,6,138.582,2,0.807,141.642,4,0.83,4.315
30,2,144.352,1,0.789,147.161,4,0.17,4.081
31,1,148.901,2,1.208,151.727,0,0.17,4.097
32,4,154.754,1,1.075,157.262,4,0.50,3.780
33,5,158.768,2,0.797,161.594,2,0.83,4.097
34,2,163.835,1,0.762,166.862,0,0.17,4.281
35,5,171.277,2,0.903,174.438,2,0.83,4.415
36,5,177.014,2,0.887,179.790,2,0.83,4.047
37,3,182.566,1,0.895,185.058,0,0.50,3.763
38,1,186.479,2,0.765,189.239,0,0.17,4.030
39,6,190.744,2,0.821,193.403,4,0.83,3.930
40,3,194.908,1,1.056,197.434,2,0.50,3.796
41,5,201.380,2,1.464,204.173,2,0.83,4.064
42,4,205.645,1,1.480,208.522,0,0.50,4.131
43,1,209.976,2,0.932,212.853,0,0.17,4.131
44,2,214.944,1,0.877,217.536,4,0.17,3.863
45,6,222.436,2,0.657,225.747,4,0.83,4.565
46,1,227.821,2,1.000,230.513,0,0.17,3.947
47,6,232.420,2,1.009,234.962,4,0.83,3.796
48,4,236.333,1,1.159,239.628,0,0.50,4.566
49,3,242.053,1,1.544,245.833,2,0.50,5.051
50,2,247.237,1,0.903,249.846,4,0.17,3.880
51,5,251.235,2,0.890,253.760,2,0.83,3.796
52,2,255.399,1,0.662,259.647,4,0.17,5.519
53,3,262.925,1,0.872,266.738,2,0.50,5.087
54,1,269.581,2,1.016,272.139,0,0.17,3.830
55,5,273.645,2,1.464,276.337,2,0.83,3.947
56,1,277.842,1,0.947,280.401,0,0.17,3.813
57,6,281.739,2,0.850,284.799,4,0.83,4.315
58,5,287.107,2,1.321,290.318,2,0.83,4.465
59,3,292.442,1,0.922,296.038,0,0.50,4.867
60,3,297.593,1,0.939,300.185,2,0.50,3.863
61,3,301.858,1,1.491,304.367,0,0.50,3.763
62,2,306.039,1,1.078,308.915,4,0.17,4.131
63,3,310.588,2,1.945,313.498,2,0.50,4.181
64,4,315.772,1,1.296,318.649,0,0.50,4.131
65,3,321.007,1,1.006,323.917,0,0.50,4.181
66,1,326.191,2,0.749,329.469,0,0.17,4.549
67,6,330.824,2,0.749,334.520,4,0.83,4.950
68,1,336.343,1,1.030,339.136,2,0.17,4.064
69,4,341.912,1,0.989,344.420,4,0.50,3.763
70,2,346.143,1,0.822,348.785,4,0.17,3.897
71,4,350.291,1,0.842,353.702,4,0.50,4.666
72,5,355.525,2,0.800,358.669,2,0.83,4.398
