1,1,3.663,1.008,1,1,2,awkward
2,1,8.446,1.697,2,0,1,hot
3,2,12.829,0.706,1,0,3,confident
4,2,17.246,0.721,1,0,4,independent
5,3,25.496,1.327,1,0,1,cool
6,3,29.646,1.097,1,1,2,boring
7,4,34.463,1.201,1,1,2,stubborn
8,4,39.496,1.351,2,1,2,selfish
9,2,48.313,1.086,1,1,1,rude
10,2,53.329,1.838,2,1,2,angry
11,1,58.579,0.844,2,1,2,loser
12,1,63.046,1.081,2,0,2,sexy
13,4,94.346,0.797,2,1,2,depressed
14,3,98.663,1.041,1,1,2,wealthy
15,3,103.563,1.477,1,1,2,ugly
16,3,108.113,0.823,1,0,2,trendy
17,1,116.380,1.364,1,0,2,charming
18,1,121.313,1.135,1,0,3,insecure
19,2,126.396,0.955,1,0,2,loyal
20,2,130.679,0.976,1,0,2,helpful
21,3,139.246,1.129,1,0,2,snobby
22,4,144.579,2.372,1,0,2,thoughtful
23,4,149.946,1.445,1,1,2,lazy
24,4,155.013,1.139,1,1,2,grumpy
25,2,185.196,1.283,2,1,3,dishonest
26,2,189.913,1.015,1,0,4,motivated
27,1,194.429,1.730,2,1,2,creepy
28,1,199.729,0.950,1,0,2,social
29,4,207.563,1.437,1,0,3,respectful
30,3,212.930,1.982,1,1,2,loner
31,3,217.263,1.264,1,0,2,withdrawn
32,4,222.029,0.818,1,0,2,caring
33,1,230.763,0.908,1,0,4,adventurous
34,1,235.913,0.679,1,0,3,outgoing
35,2,240.113,1.022,1,1,1,mean
36,2,244.363,0.788,1,0,2,giving
37,4,274.513,0.942,1,0,1,smart
38,4,278.629,2.002,2,1,4,unethical
39,4,283.796,1.187,1,0,3,trustworthy
40,3,288.396,0.819,1,0,2,flirty
41,2,296.363,1.972,2,0,2,patient
42,2,301.213,0.659,1,0,2,friendly
43,1,305.713,0.751,1,0,3,admired
44,1,310.396,0.819,2,1,1,lame
45,3,318.596,2.011,1,0,2,attractive
46,3,323.329,1.382,1,0,3,popular
47,3,328.346,2.309,1,1,1,shy
48,4,332.796,1.763,1,0,1,calm
