1,2,3.643,1.014,2,0,2,withdrawn
2,2,8.276,1.590,1,0,2,trendy
3,1,13.611,0.703,2,1,1,mean
4,1,18.110,1.772,1,0,1,calm
5,4,26.538,1.839,1,1,2,loser
6,4,31.054,0.828,1,0,2,charming
7,3,36.255,0.914,1,1,2,depressed
8,3,41.423,1.771,1,0,3,trustworthy
9,1,49.417,1.393,2,1,1,rude
10,1,53.665,1.225,2,1,2,stubborn
11,2,58.749,1.413,1,0,2,flirty
12,2,63.733,1.621,2,0,2,snobby
13,3,93.869,1.740,1,0,2,loyal
14,4,98.936,1.825,1,1,2,loner
15,4,104.054,1.060,2,1,2,creepy
16,4,108.202,1.024,2,1,2,awkward
17,2,116.145,1.320,2,0,2,sexy
18,2,120.694,1.403,1,1,2,wealthy
19,1,125.427,2.078,2,1,3,dishonest
20,1,130.461,2.789,1,0,2,friendly
21,4,138.438,1.635,1,1,1,shy
22,3,143.238,1.987,2,1,2,lazy
23,3,147.335,1.234,1,0,2,giving
24,3,152.587,1.503,2,0,2,thoughtful
25,1,183.526,1.203,1,0,2,helpful
26,1,188.811,1.518,2,1,2,angry
27,2,192.975,1.170,2,1,1,lame
28,2,198.193,1.769,1,0,3,admired
29,4,206.405,2.141,1,0,3,insecure
30,4,210.987,2.055,2,1,2,ugly
31,3,215.285,0.980,1,0,2,patient
32,4,220.152,1.802,1,1,2,boring
33,2,228.464,1.082,1,0,4,adventurous
34,2,232.929,1.401,1,0,2,social
35,1,237.829,1.789,1,0,4,independent
36,1,242.679,1.355,1,1,2,selfish
37,3,273.702,1.332,1,0,2,caring
38,3,278.117,1.013,1,0,1,smart
39,3,283.418,1.175,1,0,3,respectful
40,4,287.700,1.774,1,0,1,hot
41,1,295.744,1.306,1,0,4,motivated
42,1,299.942,1.012,1,0,3,confident
43,2,304.658,0.912,1,0,1,cool
44,2,309.424,0.921,1,0,3,outgoing
45,3,318.388,1.845,2,1,4,unethical
46,4,323.339,2.551,1,0,3,popular
47,4,328.490,0.704,1,0,2,attractive
48,3,332.721,1.009,1,1,2,grumpy
