1,3,3,2,5,1,0.149,2,1.245,3.644,2,1.702,1,I hate big cities
2,1,2,1,4,1,9.130,1,1.288,12.458,1,1.664,4,I hate spicy mustard
3,1,2,1,2,2,17.475,2,0.927,20.937,1,1.001,2,I bite my fingernails
4,2,1,3,3,1,26.155,1,0.927,29.801,2,1.498,3,I like people who litter
5,3,3,2,1,2,34.701,2,2.397,38.196,1,1.446,2,I hate to wait in line
6,1,2,1,3,3,50.906,2,1.488,54.552,2,1.298,3,I like birthday parties
7,3,2,3,5,2,59.552,2,1.274,63.181,2,1.325,2,I like to burp out loud
8,2,1,3,2,1,68.249,1,0.929,71.861,1,1.045,2,I like foot massages
9,3,3,2,4,1,77.196,1,1.326,80.708,2,1.726,4,I hate wearing seatbelts
10,1,1,2,4,5,85.357,1,0.877,88.936,2,1.618,4,I hate eating leftovers
11,3,3,2,4,2,94.372,1,1.127,98.084,1,1.318,4,I get good grades
12,2,3,1,2,2,102.918,2,1.060,106.430,2,1.276,2,I sleep without a pillow
13,1,1,2,5,3,111.714,0, NaN,115.210,2,2.208,NaN,I think sushi is gross
14,3,2,3,5,5,120.729,2,2.137,124.274,2,1.928,0,I get ready quickly
15,2,1,3,3,3,128.840,1,0.842,132.218,1,1.096,3,I hate being late
16,2,3,1,2,5,137.469,1,1.453,141.098,2,1.768,2,I never sit up straight
17,2,3,1,4,4,154.494,2,1.084,157.822,1,3.940,4,I am a good dancer
18,1,1,2,4,2,162.856,1,0.810,166.385,2,2.217,4,I hate riding the bus
19,3,2,3,5,4,171.770,2,1.288,175.115,1,2.983,4,I like the way I look
20,2,3,1,3,1,179.865,2,1.713,183.310,2,1.796,1,I hate earmuffs
21,2,1,3,3,5,188.193,1,1.009,191.655,2,1.443,3,I floss every day
22,2,3,1,2,1,196.438,1,1.252,199.800,1,1.242,2,I like watching sunsets
23,1,2,1,1,3,205.118,2,1.212,208.479,1,1.283,3,I want super powers
24,3,2,3,2,2,213.680,1,1.258,217.376,2,1.954,2,I hate licking envelopes
25,1,2,1,4,4,221.925,2,0.949,225.320,1,0.986,4,I want super powers
26,1,1,2,5,5,230.421,1,1.613,233.799,1,1.027,0,I drink a lot of coffee
27,1,2,1,1,4,246.660,2,0.822,250.256,1,2.074,4,I hate squeaky shoes
28,2,3,1,5,5,255.223,2,0.931,258.651,2,1.743,0,I never get bored
29,3,3,2,3,2,263.334,1,1.028,266.863,2,1.179,3,I think eggs are nasty
30,3,3,2,5,2,271.378,2,0.624,274.940,2,1.342,2,I always use sunscreen
31,2,1,3,3,2,279.673,1,0.681,283.369,1,2.801,3,I get sleepy after eating
32,1,1,2,5,5,288.186,1,1.720,291.731,2,1.871,0,I hate doing dishes
33,3,2,3,2,3,296.999,2,0.979,300.394,1,1.224,3,I can use chopsticks
34,3,2,3,1,1,313.004,1,1.454,316.666,2,1.672,1,I hate sour pickles
35,3,2,3,3,5,321.299,1,0.687,324.727,2,1.179,3,I read a lot of comics
36,1,1,2,2,1,329.912,1,0.930,333.591,2,1.243,2,I always watch the news
37,2,3,1,5,1,338.190,2,0.860,341.535,2,1.531,1,I always have chapstick
38,1,2,1,5,5,354.998,2,1.340,358.610,1,1.776,0,I like televised sports
39,2,3,1,5,1,363.561,2,0.986,366.989,1,1.933,1,I rarely get headaches
40,1,2,1,2,5,372.341,1,0.902,375.819,2,1.367,2,I like smelling markers
41,2,1,3,2,4,389.249,2,0.825,392.961,2,1.489,4,I never make my bed
42,3,3,2,1,1,397.895,2,1.827,401.474,1,1.232,1,I tell a lot of jokes
43,1,1,2,5,5,406.558,1,1.012,409.969,1,1.209,0,I like doing new things
44,2,3,1,4,1,415.104,1,1.178,418.783,1,0.979,4,I check Facebook often
45,3,2,3,2,3,423.549,2,0.917,427.145,1,1.985,3,I make people laugh
