1,1,2,1,4,5,0.081,1,1.925,3.643,1,1.283,4,I want super powers
2,3,2,3,2,5,9.162,1,1.476,12.540,2,1.802,2,I hate pulling weeds
3,2,1,3,3,2,17.056,1,1.527,20.568,1,1.830,3,I hate licking envelopes
4,1,1,2,1,1,25.117,2,1.626,28.696,2,1.607,1,I like people who litter
5,3,3,2,2,2,33.395,2,2.619,36.807,1,1.719,2,I am a morning person
6,1,1,2,3,2,41.740,2,1.778,45.336,1,1.534,2,I like doing new things
7,1,2,1,2,4,58.581,1,2.201,61.976,0, NaN,2,I hate mosquito bites
8,3,2,3,5,5,67.261,2,1.849,70.974,2,1.672,0,I hate earmuffs
9,2,1,3,5,1,75.556,2,1.154,79.051,2,1.435,1,I always wear a watch
10,3,2,3,1,3,83.617,2,1.309,87.296,2,2.238,3,I tell a lot of jokes
11,1,2,1,4,2,99.940,1,2.186,103.335,1,1.679,4,I like to watch cartoons
12,2,1,3,3,3,107.950,2,1.464,111.496,2,1.294,3,I like cheeseburgers
13,2,1,3,5,4,116.229,2,0.985,119.891,1,1.795,4,I hate being late
14,2,1,3,5,5,133.087,2,1.512,136.615,1,1.255,0,I always use sunscreen
15,3,3,2,5,1,141.833,2,1.029,145.479,2,1.871,1,I hate squeaky shoes
16,1,2,1,5,5,150.162,1,1.485,153.523,1,1.379,0,I shower in the morning
17,3,2,3,2,4,158.657,2,1.133,162.236,2,1.370,4,I like to wrestle
18,2,3,1,3,1,167.253,1,1.641,170.716,1,1.419,3,I have a best friend
19,3,3,2,4,4,176.134,1,1.432,179.579,2,1.555,4,I hate skinny jeans
20,2,1,3,4,1,185.048,2,1.798,188.527,1,1.312,1,I get good grades
21,2,1,3,4,4,193.594,2,1.092,196.939,1,1.996,4,I hate to wait in line
22,1,1,2,5,3,202.207,2,1.696,205.903,2,2.279,3,I can use chopsticks
23,2,1,3,1,1,210.769,2,1.045,214.382,2,1.904,1,I hate walking uphill
24,2,3,1,1,3,227.293,1,2.170,230.704,1,1.566,1,I sing in the shower
25,1,2,1,4,1,235.521,1,1.629,238.949,2,2.241,4,I like to chew my pencil
26,1,1,2,4,1,243.983,2,1.871,247.629,1,1.825,1,I think sushi is gross
27,3,3,2,1,1,252.395,2,1.627,255.857,2,1.701,1,I do not eat meat
28,3,2,3,3,5,260.690,1,1.724,264.069,2,3.833,3,I like the way I look
29,1,2,1,3,3,269.420,2,1.226,272.916,2,1.515,3,I hate to be tickled
30,1,1,2,2,1,285.576,2,1.647,289.171,1,1.387,1,I love ketchup
31,3,3,2,1,4,294.272,2,1.486,297.901,2,2.321,4,I hate riding the bus
32,3,3,2,4,5,310.996,1,1.882,314.709,1,1.449,4,I like wearing hoodies
33,1,1,2,4,5,319.592,2,1.086,322.937,2,1.357,0,I drink a lot of coffee
34,3,2,3,3,4,328.121,2,1.485,331.449,2,2.157,4,I get sleepy after eating
35,1,2,1,1,5,336.400,1,1.511,339.962,2,1.420,1,I think eggs are nasty
36,2,3,1,2,2,345.414,1,1.160,349.026,2,1.508,2,I hate rainy days
37,1,1,2,4,5,354.411,2,1.147,357.923,2,1.363,0,I usually skip breakfast
38,2,1,3,3,4,363.409,2,1.093,366.888,1,2.399,4,I rarely get headaches
39,1,2,1,2,2,372.189,1,1.257,375.551,2,2.392,2,I hate chicken soup
40,2,3,1,2,2,380.551,1,1.399,383.996,1,1.298,2,I hate being sick
41,3,2,3,4,2,389.147,1,1.179,392.826,1,1.292,4,I like free stuff
42,3,3,2,1,5,397.626,1,1.516,401.155,2,2.323,1,I hate spicy mustard
43,2,3,1,2,2,406.557,1,1.162,409.885,2,2.153,2,I think tattoos are cool
44,2,3,1,2,1,414.852,2,1.306,418.548,1,1.562,1,I want to learn to surf
45,3,3,2,2,4,423.297,1,1.045,426.927,2,1.232,2,I like to burp out loud
