1,1,3.665,1.803,1,0,2,social
2,2,8.048,0.868,2,1,2,selfish
3,2,12.998,1.062,1,0,1,smart
4,2,17.081,0.827,1,0,2,caring
5,4,25.631,1.197,1,0,1,calm
6,4,30.098,1.122,1,1,4,unethical
7,3,34.664,1.043,1,0,2,attractive
8,3,39.215,0.749,1,1,1,shy
9,2,47.481,2.019,2,0,4,motivated
10,1,51.914,1.042,2,0,1,cool
11,1,56.131,1.057,2,0,1,hot
12,1,61.115,1.345,2,1,2,creepy
13,3,91.631,0.997,1,0,4,adventurous
14,3,96.698,1.034,1,0,3,popular
15,4,101.781,1.767,1,0,2,thoughtful
16,4,107.015,0.885,1,0,3,confident
17,1,115.498,2.058,1,0,3,insecure
18,2,120.748,0.968,1,0,3,trustworthy
19,2,125.515,1.457,2,1,2,grumpy
20,2,129.931,1.185,1,1,2,depressed
21,4,138.848,1.092,1,1,2,lazy
22,4,143.181,1.319,1,1,2,angry
23,3,147.298,1.186,1,0,2,charming
24,3,152.298,0.994,1,0,2,trendy
25,2,183.431,1.077,1,0,2,friendly
26,1,188.215,1.773,2,0,2,withdrawn
27,1,193.381,1.375,2,0,2,snobby
28,1,197.898,2.098,1,0,3,outgoing
29,3,206.881,1.267,1,0,3,admired
30,3,212.081,1.163,1,0,2,sexy
31,4,217.114,0.930,1,1,2,stubborn
32,4,221.398,0.790,1,0,2,patient
33,1,229.731,0.953,2,1,2,wealthy
34,1,233.931,1.225,2,1,2,loner
35,2,239.081,1.003,1,0,3,respectful
36,2,243.398,1.334,1,0,2,helpful
37,4,274.164,1.040,1,0,2,loyal
38,4,279.015,1.037,1,1,3,dishonest
39,3,283.698,1.154,1,1,2,loser
40,3,287.864,0.860,1,1,2,ugly
41,2,296.815,1.301,2,1,1,rude
42,1,300.965,0.839,1,0,2,flirty
43,1,306.248,1.700,2,1,2,boring
44,2,310.881,1.027,1,0,2,giving
45,3,319.315,1.745,1,1,1,lame
46,3,324.215,1.053,1,1,2,awkward
47,4,328.814,2.414,1,0,4,independent
48,4,333.164,0.744,1,1,1,mean
