1,1,3.662,1.267,2,1,2,selfish
2,1,8.245,0.740,1,0,1,smart
3,2,13.179,1.046,1,0,2,social
4,2,18.045,1.428,2,0,1,cool
5,4,25.912,1.273,1,0,2,attractive
6,4,30.379,1.102,1,1,1,shy
7,3,35.545,1.312,1,0,1,calm
8,3,39.912,2.097,1,1,4,unethical
9,2,48.779,0.998,2,0,1,hot
10,1,53.379,0.934,1,0,2,caring
11,1,57.596,1.293,2,0,4,motivated
12,1,61.879,0.954,1,0,3,trustworthy
13,3,92.396,2.469,2,0,2,thoughtful
14,3,97.746,1.015,1,0,3,confident
15,3,102.946,1.343,1,1,2,lazy
16,4,108.279,1.722,1,0,4,adventurous
17,1,116.679,1.626,2,1,2,grumpy
18,1,121.362,2.183,1,1,2,depressed
19,2,126.012,1.205,2,1,2,creepy
20,2,130.529,1.608,1,0,3,insecure
21,3,138.312,1.137,1,1,2,angry
22,3,143.529,1.112,1,1,2,stubborn
23,4,148.679,1.034,1,0,3,popular
24,4,153.746,0.959,1,0,2,charming
25,2,184.746,1.151,2,0,2,withdrawn
26,2,189.079,1.210,2,0,2,snobby
27,1,193.462,0.739,1,0,2,friendly
28,1,198.012,1.333,1,0,3,respectful
29,3,206.262,1.315,1,0,2,patient
30,3,210.496,1.713,1,0,2,loyal
31,4,215.445,1.060,1,0,2,trendy
32,4,220.179,0.958,1,0,3,admired
33,1,228.796,1.117,1,0,2,helpful
34,2,234.079,1.066,1,0,3,outgoing
35,2,238.196,1.237,2,1,2,wealthy
36,2,242.396,1.205,2,1,2,loner
37,4,273.179,1.390,1,0,2,sexy
38,4,277.995,1.382,1,1,2,loser
39,4,282.896,0.985,1,1,2,ugly
40,3,288.195,2.438,2,1,3,dishonest
41,2,296.246,1.443,1,0,2,flirty
42,2,301.362,1.895,2,1,2,boring
43,1,306.079,1.026,2,1,1,rude
44,1,310.496,0.929,1,0,2,giving
45,4,319.146,1.151,1,1,1,lame
46,4,323.996,0.821,1,1,2,awkward
47,3,329.129,1.408,1,0,4,independent
48,3,333.429,1.100,1,1,1,mean
