1,1,1,2,4,5,0.081,1,0.933,3.510,1,2.073,4,I hate walking uphill
2,2,3,1,1,4,8.125,2,0.889,11.671,2,1.496,4,I hate chicken soup
3,3,3,2,2,1,16.237,1,0.922,19.682,1,1.421,2,I can use chopsticks
4,2,3,1,5,5,24.799,2,1.439,28.328,2,1.806,0,I always have chapstick
5,2,1,3,1,2,33.747,2,1.036,37.192,1,1.583,2,I get good grades
6,1,1,2,4,4,42.092,1,1.195,45.470,1,1.832,4,I hate to wait in line
7,1,1,2,5,5,58.398,1,1.657,61.860,2,2.115,0,I am a good dancer
8,3,3,2,3,3,66.559,2,2.119,70.054,1,1.920,3,I hate tapioca
9,1,1,2,4,2,75.272,1,1.110,78.634,1,2.261,4,I never make my bed
10,3,2,3,1,3,83.450,2,0.828,86.845,1,3.177,3,I get ready quickly
11,2,3,1,1,2,91.846,2,0.937,95.374,1,2.016,2,I make people laugh
12,3,2,3,2,2,108.503,1,1.792,112.031,1,3.767,2,I like smelling markers
13,2,3,1,3,5,116.831,1,1.751,120.477,2,1.434,3,I sleep without a pillow
14,3,2,3,3,2,125.076,1,1.546,128.655,1,1.783,3,I like to play cards
15,3,2,3,3,4,133.488,2,1.790,137.084,2,1.507,4,I remember dreams
16,2,3,1,2,3,142.402,2,1.036,145.981,1,2.057,3,I like to sleep in late
17,3,2,3,2,3,158.624,2,0.934,162.003,2,2.780,3,I never sit up straight
18,3,2,3,1,1,167.488,1,1.302,170.917,2,2.762,1,I check Facebook often
19,1,2,1,2,1,176.268,1,1.442,179.864,1,0.999,2,I love pepperoni pizza
20,1,2,1,1,2,184.881,2,1.165,188.510,2,2.248,2,I get sleepy after eating
21,3,2,3,4,4,193.962,1,1.612,197.324,2,2.219,4,I like to chew my pencil
22,1,2,1,3,5,202.291,1,1.332,205.702,1,1.456,3,I hate doing dishes
23,2,1,3,1,5,210.887,1,1.136,214.499,1,1.171,1,I like cheeseburgers
24,2,1,3,3,5,227.878,1,1.040,231.574,2,1.880,3,I always use sunscreen
25,2,3,1,2,2,236.341,2,1.434,240.037,1,1.794,2,I hate being late
26,1,1,2,3,1,244.903,1,0.935,248.532,1,1.730,3,I daydream in class
27,3,2,3,5,5,253.566,1,1.632,256.911,1,2.023,0,I floss every day
28,1,1,2,3,5,261.427,1,0.796,265.039,1,1.160,3,I hate tofu
29,2,1,3,2,4,269.722,2,0.949,273.217,2,2.582,4,I hate riding the bus
30,1,1,2,3,4,278.552,2,0.879,282.047,1,2.695,4,I tell a lot of jokes
31,2,3,1,3,3,295.309,2,1.889,298.955,2,1.539,3,I do not eat meat
32,1,2,1,5,3,303.906,2,1.869,307.334,1,2.777,3,I carry a water bottle
33,1,2,1,1,1,312.067,2,1.300,315.395,1,2.892,1,I have a lucky charm
34,2,3,1,1,1,320.797,2,1.626,324.359,1,0.992,1,I love ketchup
35,3,3,2,5,5,337.521,2,1.638,341.200,2,1.863,0,I hate to be tickled
36,3,3,2,2,5,346.451,1,1.003,349.779,1,1.731,2,I like televised sports
37,2,3,1,1,5,354.663,1,0.824,358.024,2,1.534,1,I take a lot of naps
38,1,2,1,5,5,363.225,1,1.541,366.888,2,1.463,0,I hate sour pickles
39,2,1,3,3,5,371.955,1,0.939,375.668,1,2.355,3,I hate eating leftovers
40,2,1,3,1,3,380.334,2,1.089,384.030,2,1.881,3,I always watch the news
41,3,2,3,3,1,389.131,1,0.724,392.910,1,1.328,3,I sing in the shower
42,1,2,1,5,3,397.677,2,0.746,401.155,1,1.971,3,I like the way I look
43,3,2,3,5,2,406.624,2,0.846,410.136,2,1.799,2,I read a lot of comics
44,3,2,3,5,5,415.655,1,1.456,419.234,1,1.885,0,I wash my hands often
45,1,2,1,3,2,424.519,1,1.136,428.081,2,2.598,3,I like people who litter
