1,5,0.022,1,1.169,3.372,0,0.83,4.617
2,2,5.406,1,1.026,7.939,4,0.17,3.800
3,3,10.956,2,1.188,13.539,0,0.50,3.850
4,4,15.356,2,1.572,18.089,4,0.50,4.000
5,5,20.306,2,0.854,22.906,0,0.83,3.867
6,6,24.372,1,1.155,26.972,4,0.83,3.867
7,2,29.339,1,0.924,32.172,4,0.17,4.100
8,3,33.539,1,1.436,36.039,0,0.50,3.767
9,3,38.756,2,1.260,42.056,0,0.50,4.567
10,6,44.206,1,2.018,46.889,0,0.83,3.950
11,6,49.422,2,1.289,52.856,4,0.83,4.700
12,3,55.106,1,1.646,58.272,0,0.50,4.433
13,6,61.639,2,1.592,64.556,0,0.83,4.183
14,4,65.906,2,1.286,68.489,4,0.50,3.850
15,6,71.906,1,1.142,74.872,0,0.83,4.233
16,1,77.506,2,1.542,80.106,0,0.17,3.867
17,4,81.622,2,1.337,84.889,0,0.50,4.533
18,6,86.489,1,1.518,89.422,0,0.83,4.200
19,1,93.372,1,1.715,96.422,2,0.17,4.317
20,2,98.072,1,1.047,100.606,4,0.17,3.800
21,3,102.122,2,1.437,104.689,2,0.50,3.833
22,3,106.056,2,1.256,108.822,0,0.50,4.033
23,3,110.372,1,0.875,112.922,2,0.50,3.817
24,5,115.039,1,1.168,119.706,0,0.83,5.933
25,3,122.756,1,1.292,125.956,0,0.50,4.467
26,1,128.772,2,1.251,131.639,0,0.17,4.133
27,4,133.039,2,1.896,135.539,0,0.50,3.767
28,2,136.939,1,0.804,139.939,0,0.17,4.267
29,2,142.389,2,1.322,145.039,0,0.17,3.917
30,4,146.672,2,0.999,149.422,4,0.50,4.017
31,5,150.872,2,1.079,153.572,2,0.83,3.967
32,2,155.072,1,1.127,157.572,4,0.17,3.767
33,5,158.972,2,0.835,162.006,2,0.83,4.300
34,1,163.739,1,1.805,166.339,2,0.17,3.867
35,6,168.289,1,1.582,170.906,0,0.83,3.883
36,6,173.739,2,0.724,176.289,4,0.83,3.817
37,1,177.889,2,1.182,180.856,0,0.17,4.233
38,5,182.206,2,1.314,185.472,2,0.83,4.533
39,1,187.639,1,1.424,191.122,2,0.17,4.750
40,3,192.972,2,1.531,197.106,0,0.50,5.400
41,3,199.256,1,1.072,202.922,0,0.50,4.933
42,5,204.372,1,1.435,207.822,0,0.83,4.717
43,6,209.789,1,0.962,212.339,0,0.83,3.817
44,4,215.022,2,1.113,217.589,0,0.50,3.833
45,4,219.206,1,1.098,221.972,4,0.50,4.033
46,2,224.139,1,1.340,227.072,4,0.17,4.200
47,2,229.206,1,0.810,231.756,4,0.17,3.817
48,4,233.289,1,1.566,235.922,4,0.50,3.900
49,2,237.522,1,1.101,240.389,4,0.17,4.133
50,1,243.972,2,1.731,246.622,0,0.17,3.917
51,5,247.989,2,0.771,251.256,0,0.83,4.534
52,1,253.122,1,1.205,255.656,0,0.17,3.800
53,4,258.256,1,1.432,261.072,0,0.50,4.083
54,5,264.206,2,1.562,266.822,2,0.83,3.883
55,2,268.189,1,0.834,271.072,0,0.17,4.150
56,1,272.422,1,1.377,277.222,2,0.17,6.067
57,2,278.739,1,0.764,281.806,4,0.17,4.333
58,6,283.256,2,0.800,286.006,4,0.83,4.017
59,3,287.789,2,1.426,292.789,2,0.50,6.267
60,1,294.322,1,1.357,297.456,2,0.17,4.400
61,2,299.822,1,1.145,302.356,4,0.17,3.800
62,1,304.089,1,1.086,306.722,2,0.17,3.900
63,4,308.072,2,0.815,311.056,0,0.50,4.250
64,4,312.672,1,1.095,315.422,0,0.50,4.017
65,6,317.522,2,0.949,320.272,4,0.83,4.017
66,4,322.122,2,1.485,324.806,4,0.50,3.950
67,5,328.889,1,1.214,331.756,0,0.83,4.133
68,1,333.189,1,2.106,336.022,0,0.17,4.100
69,5,339.656,2,1.000,343.789,2,0.83,5.400
70,6,345.356,2,0.844,347.922,4,0.83,3.833
71,3,349.522,1,1.621,352.439,2,0.50,4.183
72,5,355.456,2,1.464,358.306,2,0.83,4.117
