1,6,0.024,2,0.860,2.733,0,0.83,3.980
2,4,4.088,2,0.900,6.764,4,0.50,3.930
3,4,8.319,2,0.765,11.195,0,0.50,4.131
4,4,14.758,2,0.839,17.484,0,0.50,3.997
5,2,19.507,1,1.065,22.016,4,0.17,3.780
6,6,24.106,1,1.466,26.866,0,0.83,4.014
7,6,28.873,2,0.588,32.953,0,0.83,5.335
8,5,36.097,1,0.987,39.175,0,0.83,4.348
9,1,40.496,1,0.900,43.523,0,0.17,4.281
10,5,47.871,1,1.317,50.530,0,0.83,3.913
11,2,53.139,1,0.897,55.648,0,0.17,3.780
12,6,57.002,1,1.554,59.544,0,0.83,3.813
13,4,62.170,2,1.362,65.515,4,0.50,4.616
14,6,66.920,2,0.845,69.495,4,0.83,3.846
15,4,71.101,2,0.800,73.793,0,0.50,3.963
16,6,76.252,2,0.529,79.111,4,0.83,4.131
17,2,80.851,2,0.641,83.510,0,0.17,3.930
18,1,84.898,2,0.946,87.858,0,0.17,4.231
19,2,91.320,2,1.188,94.063,0,0.17,4.014
20,5,95.401,2,0.932,97.943,0,0.83,3.813
21,2,100.184,1,1.013,103.043,4,0.17,4.114
22,3,104.783,2,0.709,107.659,0,0.50,4.148
23,3,111.255,1,0.949,113.847,0,0.50,3.863
24,3,115.218,2,0.730,117.794,0,0.50,3.847
25,1,120.603,1,0.673,123.129,2,0.17,3.796
26,5,124.584,2,1.436,127.326,0,0.83,4.014
27,4,129.735,2,0.965,132.611,4,0.50,4.131
28,1,134.117,1,1.912,136.725,2,0.17,3.863
29,6,138.582,2,0.878,141.642,4,0.83,4.331
30,2,144.352,2,1.157,147.161,0,0.17,4.081
31,1,148.901,1,0.952,151.727,2,0.17,4.097
32,4,154.754,2,0.482,157.263,0,0.50,3.780
33,5,158.768,1,1.397,161.594,0,0.83,4.097
34,2,163.835,2,1.169,166.862,4,0.17,4.281
35,5,171.277,1,1.287,174.438,0,0.83,4.415
36,5,177.013,2,0.655,179.790,2,0.83,4.047
37,3,182.566,2,1.190,185.058,2,0.50,3.763
38,1,186.479,1,1.165,189.239,2,0.17,4.031
39,6,190.744,2,0.996,193.403,4,0.83,3.913
40,3,194.908,2,0.832,197.433,0,0.50,3.796
41,5,201.380,2,2.056,204.173,2,0.83,4.064
42,4,205.645,2,0.799,208.521,4,0.50,4.131
43,1,209.976,1,0.828,212.853,2,0.17,4.131
44,2,214.943,2,0.757,217.536,0,0.17,3.863
45,6,222.436,2,0.929,225.747,4,0.83,4.582
46,1,227.821,2,0.935,230.513,0,0.17,3.947
47,6,232.420,2,0.720,234.962,4,0.83,3.796
48,4,236.333,2,0.759,239.628,4,0.50,4.566
49,3,242.053,2,0.719,245.833,0,0.50,5.051
50,2,247.237,2,0.831,249.846,0,0.17,3.880
51,5,251.234,1,0.826,253.760,0,0.83,3.796
52,2,255.399,2,1.014,259.647,0,0.17,5.519
53,3,262.924,2,0.912,266.738,0,0.50,5.084
54,1,269.581,1,1.056,272.139,2,0.17,3.830
55,5,273.645,2,1.280,276.337,2,0.83,3.947
56,1,277.842,1,1.074,280.401,0,0.17,3.813
57,6,281.739,2,0.625,284.799,4,0.83,4.315
58,5,287.107,1,0.745,290.318,0,0.83,4.465
59,3,292.442,2,0.762,296.038,2,0.50,4.867
60,3,297.593,2,0.587,300.185,0,0.50,3.863
61,3,301.858,2,0.658,304.366,2,0.50,3.763
62,2,306.039,1,1.301,308.915,4,0.17,4.131
63,3,310.588,2,0.720,313.498,2,0.50,4.181
64,4,315.772,2,0.840,318.649,4,0.50,4.131
65,3,320.990,2,0.750,323.917,2,0.50,4.198
66,1,326.191,1,0.781,329.469,2,0.17,4.549
67,6,330.824,2,0.676,334.520,4,0.83,4.950
68,1,336.343,1,0.814,339.136,2,0.17,4.064
69,4,341.912,2,0.732,344.420,0,0.50,3.763
70,2,346.143,2,0.701,348.785,0,0.17,3.897
71,4,350.290,2,0.554,353.702,0,0.50,4.683
72,5,355.525,2,0.927,358.669,2,0.83,4.398
