1,2,3.665,1.026,2,1,2,depressed
2,2,8.398,0.717,1,0,2,loyal
3,1,13.565,0.838,1,0,2,social
4,1,18.848,0.843,1,0,2,charming
5,4,26.765,1.254,2,1,1,rude
6,4,32.015,1.076,2,1,1,mean
7,3,36.798,1.317,1,0,2,attractive
8,3,41.081,0.922,2,1,1,lame
9,1,49.615,0.932,2,1,2,creepy
10,1,53.965,0.790,2,1,2,ugly
11,2,58.348,0.703,2,1,2,lazy
12,1,63.215,0.812,1,0,3,admired
13,3,93.482,1.217,2,0,2,snobby
14,3,98.331,1.432,1,0,3,popular
15,4,102.548,1.503,2,0,3,respectful
16,4,106.698,1.497,2,1,2,grumpy
17,2,115.082,0.873,1,0,2,patient
18,2,120.115,0.680,1,0,2,thoughtful
19,1,125.331,1.040,1,0,2,withdrawn
20,1,129.415,0.948,2,0,1,hot
21,4,138.332,1.167,1,0,4,motivated
22,4,143.015,1.204,2,1,2,selfish
23,3,147.531,1.192,2,0,2,flirty
24,3,151.998,1.573,1,1,2,loner
25,1,182.215,1.068,2,1,2,boring
26,1,186.548,0.783,1,0,1,cool
27,1,191.631,1.020,2,0,2,trendy
28,2,196.065,0.754,1,0,2,helpful
29,3,204.582,1.413,2,0,2,sexy
30,3,209.081,1.354,1,0,4,adventurous
31,4,213.715,1.248,1,1,2,angry
32,4,218.698,1.001,1,0,1,calm
33,2,227.648,1.011,2,1,4,unethical
34,2,232.665,0.666,1,0,3,confident
35,2,237.231,1.076,1,0,2,friendly
36,2,242.048,0.963,1,0,1,smart
37,4,273.015,0.644,1,0,2,caring
38,4,278.131,0.880,2,0,3,trustworthy
39,3,283.331,1.200,1,1,2,loser
40,3,287.881,1.362,2,0,3,outgoing
41,1,296.632,0.795,1,1,2,awkward
42,1,300.748,1.071,1,1,1,shy
43,2,305.398,0.925,2,1,3,dishonest
44,2,309.565,1.398,1,0,4,independent
45,3,318.248,0.947,1,1,2,wealthy
46,3,323.615,1.884,2,0,3,insecure
47,4,328.031,1.132,2,0,2,giving
48,4,332.631,0.796,1,1,2,stubborn
