1,6,0.024,2,0.818,2.724,0,0.83,3.967
2,4,4.091,2,0.967,6.774,4,0.50,3.950
3,4,8.324,2,0.966,11.191,0,0.50,4.133
4,4,14.758,2,1.109,17.491,0,0.50,4.000
5,2,19.507,2,1.231,22.007,0,0.17,3.767
6,6,24.108,1,1.055,26.874,0,0.83,4.033
7,6,28.874,1,1.008,32.958,4,0.83,5.350
8,5,36.091,2,1.080,39.174,2,0.83,4.350
9,1,40.507,1,1.239,43.524,0,0.17,4.284
10,5,47.874,2,0.904,50.541,2,0.83,3.933
11,2,53.141,1,0.877,55.658,0,0.17,3.783
12,6,56.991,1,1.220,59.541,0,0.83,3.817
13,4,62.174,1,1.044,65.524,0,0.50,4.617
14,6,66.924,2,0.646,69.508,4,0.83,3.850
15,4,71.107,1,0.647,73.791,4,0.50,3.950
16,6,76.258,2,0.777,79.108,4,0.83,4.117
17,2,80.858,1,0.697,83.508,4,0.17,3.917
18,1,84.891,1,1.343,87.858,2,0.17,4.233
19,2,91.308,1,0.623,94.074,4,0.17,4.033
20,5,95.407,2,0.667,97.941,0,0.83,3.800
21,2,100.174,1,0.732,103.058,4,0.17,4.150
22,3,104.774,1,1.140,107.658,2,0.50,4.150
23,3,111.258,1,0.801,113.858,0,0.50,3.867
24,3,115.224,1,0.698,117.808,2,0.50,3.850
25,1,120.608,1,0.763,123.124,2,0.17,3.783
26,5,124.574,2,0.740,127.341,0,0.83,4.033
27,4,129.724,1,0.910,132.624,0,0.50,4.167
28,1,134.124,1,0.638,136.724,2,0.17,3.867
29,6,138.574,1,0.892,141.641,0,0.83,4.333
30,2,144.358,1,0.757,147.158,4,0.17,4.067
31,1,148.891,1,0.639,151.724,2,0.17,4.100
32,4,154.758,2,0.741,157.258,0,0.50,3.767
33,5,158.758,1,0.933,161.591,0,0.83,4.100
34,2,163.841,1,0.681,166.858,0,0.17,4.283
35,5,171.274,2,1.040,174.441,2,0.83,4.433
36,5,177.024,2,0.626,179.791,2,0.83,4.033
37,3,182.558,1,0.733,185.058,0,0.50,3.767
38,1,186.474,1,0.648,189.224,2,0.17,4.017
39,6,190.741,1,0.589,193.408,0,0.83,3.933
40,3,194.908,1,0.607,197.441,2,0.50,3.800
41,5,201.374,2,0.756,204.174,2,0.83,4.067
42,4,205.641,1,1.385,208.524,0,0.50,4.150
43,1,209.974,1,0.580,212.858,2,0.17,4.150
44,2,214.941,1,0.949,217.541,4,0.17,3.867
45,6,222.441,2,0.713,225.758,4,0.83,4.583
46,1,227.807,1,0.907,230.508,2,0.17,3.967
47,6,232.408,2,0.643,234.958,4,0.83,3.817
48,4,236.324,1,0.502,239.624,0,0.50,4.567
49,3,242.058,1,0.689,245.841,2,0.50,5.050
50,2,247.241,1,0.945,249.841,4,0.17,3.867
51,5,251.241,2,0.577,253.758,2,0.83,3.783
52,2,255.391,1,0.571,259.658,4,0.17,5.533
53,3,262.924,1,0.598,266.741,2,0.50,5.083
54,1,269.574,1,0.636,272.141,2,0.17,3.833
55,5,273.641,2,0.825,276.341,2,0.83,3.967
56,1,277.858,1,0.569,280.391,0,0.17,3.800
57,6,281.741,2,0.709,284.808,4,0.83,4.333
58,5,287.107,2,0.767,290.324,2,0.83,4.483
59,3,292.441,1,2.697,296.041,0,0.50,4.867
60,3,297.591,1,0.939,300.191,2,0.50,3.867
61,3,301.858,1,0.529,304.358,0,0.50,3.767
62,2,306.041,1,0.697,308.908,4,0.17,4.133
63,3,310.591,2,1.299,313.491,2,0.50,4.167
64,4,315.774,2,0.820,318.641,4,0.50,4.133
65,3,320.991,1,1.171,323.908,0,0.50,4.183
66,1,326.191,1,1.019,329.458,2,0.17,4.533
67,6,330.824,2,1.050,334.524,4,0.83,4.967
68,1,336.341,1,0.733,339.141,2,0.17,4.067
69,4,341.908,2,1.047,344.408,0,0.50,3.767
70,2,346.141,1,0.837,348.791,4,0.17,3.917
71,4,350.291,2,0.823,353.691,0,0.50,4.667
72,5,355.524,2,0.526,358.674,2,0.83,4.417
