1,6,0.025,1,0.822,2.725,4,0.83,3.967
2,4,4.092,2,0.803,6.775,4,0.50,3.950
3,4,8.325,2,0.530,11.192,0,0.50,4.133
4,4,14.759,2,0.793,17.492,0,0.50,4.000
5,2,19.509,2,0.963,22.008,0,0.17,3.767
6,6,24.109,2,0.787,26.875,4,0.83,4.033
7,6,28.875,2,0.644,32.959,0,0.83,5.350
8,5,36.092,2,0.979,39.175,2,0.83,4.350
9,1,40.508,1,0.819,43.525,0,0.17,4.284
10,5,47.875,2,0.652,50.542,2,0.83,3.933
11,2,53.142,1,0.761,55.659,0,0.17,3.783
12,6,57.008,2,0.927,59.542,4,0.83,3.800
13,4,62.175,1,0.608,65.525,0,0.50,4.617
14,6,66.925,2,0.706,69.509,4,0.83,3.850
15,4,71.109,2,0.835,73.792,0,0.50,3.950
16,6,76.258,2,0.581,79.109,4,0.83,4.117
17,2,80.859,2,2.581,83.792,0,0.17,4.200
18,1,85.075,1,1.452,87.859,2,0.17,4.050
19,2,91.309,1,1.091,94.075,4,0.17,4.033
20,5,95.408,2,0.791,97.942,0,0.83,3.800
21,2,100.175,1,1.016,103.042,4,0.17,4.133
22,3,104.775,2,0.832,107.659,0,0.50,4.150
23,3,111.259,1,0.709,113.859,0,0.50,3.867
24,3,115.225,2,0.774,117.808,0,0.50,3.850
25,1,120.609,1,0.775,123.125,2,0.17,3.783
26,5,124.575,2,0.600,127.342,0,0.83,4.033
27,4,129.725,2,0.930,132.625,4,0.50,4.167
28,1,134.125,1,0.858,136.725,2,0.17,3.867
29,6,138.575,2,0.592,141.642,4,0.83,4.333
30,2,144.342,1,0.834,147.158,4,0.17,4.083
31,1,148.892,1,1.011,151.725,2,0.17,4.100
32,4,154.759,2,0.937,157.259,0,0.50,3.767
33,5,158.759,2,0.761,161.592,2,0.83,4.100
34,2,163.842,1,0.685,166.859,0,0.17,4.283
35,5,171.275,2,0.612,174.442,2,0.83,4.433
36,5,177.025,2,0.494,179.792,2,0.83,4.033
37,3,182.559,1,0.833,185.059,0,0.50,3.767
38,1,186.475,1,0.716,189.225,2,0.17,4.017
39,6,190.742,2,0.625,193.408,4,0.83,3.933
40,3,194.909,1,0.915,197.442,2,0.50,3.800
41,5,201.375,2,0.480,204.175,2,0.83,4.067
42,4,205.642,1,0.901,208.525,0,0.50,4.150
43,1,209.975,1,0.672,212.859,2,0.17,4.150
44,2,214.942,1,0.801,217.542,4,0.17,3.867
45,6,222.442,2,0.725,225.759,4,0.83,4.583
46,1,227.808,1,0.703,230.509,2,0.17,3.967
47,6,232.408,2,2.023,234.959,4,0.83,3.817
48,4,236.325,2,0.914,239.625,4,0.50,4.567
49,3,242.059,1,1.293,245.842,2,0.50,5.050
50,2,247.242,1,0.733,249.842,4,0.17,3.867
51,5,251.242,2,0.949,253.759,2,0.83,3.783
52,2,255.392,1,0.647,259.659,4,0.17,5.533
53,3,262.925,1,0.842,266.742,2,0.50,5.083
54,1,269.575,1,0.864,272.142,2,0.17,3.833
55,5,273.642,2,0.605,276.342,2,0.83,3.967
56,1,277.859,1,0.733,280.392,0,0.17,3.800
57,6,281.742,2,0.769,284.792,4,0.83,4.317
58,5,287.092,2,0.651,290.325,2,0.83,4.500
59,3,292.442,1,0.613,296.042,0,0.50,4.867
60,3,297.592,1,0.775,300.175,2,0.50,3.850
61,3,301.859,1,0.589,304.358,0,0.50,3.767
62,2,306.042,1,0.830,308.909,4,0.17,4.133
63,3,310.592,1,0.904,313.492,0,0.50,4.167
64,4,315.775,1,0.768,318.642,0,0.50,4.133
65,3,320.992,1,0.663,323.909,0,0.50,4.183
66,1,326.192,1,0.639,329.459,2,0.17,4.533
67,6,330.825,2,0.670,334.525,4,0.83,4.967
68,1,336.342,1,0.841,339.142,2,0.17,4.067
69,4,341.909,2,0.659,344.409,0,0.50,3.767
70,2,346.142,1,0.753,348.775,4,0.17,3.900
71,4,350.275,2,0.764,353.692,0,0.50,4.683
72,5,355.525,2,0.674,358.675,2,0.83,4.417
