drs001	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	
drs001	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	
drs002	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	
drs002	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	
drs003	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	
drs003	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	
drs004	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	
drs004	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	
drs005	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	
drs005	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	-99.0000	
