1.1493	1.9393	-0.5661
21.0853	1.8200	0.0339
78.3013	1.8040	-0.5661
93.6935	2.7285	-0.5661
116.5413	3.1640	-0.5661
129.4853	2.1534	0.0339
151.5093	2.0627	-0.1101
159.7973	2.2080	-0.1101
164.7573	1.5814	0.2739
178.5733	2.2820	0.3699
183.1013	2.3707	0.2163
188.2053	2.9167	0.4083
205.1413	2.6807	0.3469
244.8293	1.7927	0.4237
248.8053	2.4500	0.3991
254.1173	1.5380	0.4298
264.9813	1.8405	-0.7800
273.1333	4.0887	-0.7677
294.9493	2.5060	-0.0467
304.9093	1.8127	0.2417
329.3973	2.3580	-0.0516
334.3333	1.6916	0.3570
340.5573	3.2313	0.2397
355.9573	2.3480	0.3562
