1.0552	2.0237	-0.5294
21.1352	1.7616	-0.1294
78.5112	1.5816	-0.5294
94.3912	2.0241	-0.5294
116.1512	3.5605	-0.5294
129.6072	2.0287	-0.1294
151.8232	1.7547	-0.2254
159.6312	2.3755	0.0530
164.8792	1.4589	0.1106
179.2712	1.5834	0.2546
182.9352	2.5352	0.2201
188.8872	2.2358	0.3410
205.2152	2.6152	0.3203
245.7352	0.8947	0.3929
248.7832	2.4792	0.3804
254.8152	0.8456	0.4240
264.8392	1.9933	-0.3835
275.2552	1.9629	-0.3574
295.4952	1.9589	-0.0262
306.0152	0.7039	0.1725
329.7432	2.0117	-0.0418
334.0392	1.9803	0.2918
340.2952	3.4842	0.1631
356.0552	2.2574	0.2861
