36.0982	1.3755	-0.4697
40.4966	1.1531	-0.4697
47.8719	1.8898	0.1303
84.8987	1.4630	0.1303
95.5685	1.9212	0.3703
120.6044	1.2373	0.7303
124.5847	0.8090	0.9703
134.1172	2.1565	0.9703
148.9013	1.0284	0.0103
158.7685	0.9052	1.2103
171.2611	1.0286	0.1063
177.0143	0.6914	-0.3353
186.4801	1.0097	-0.3737
201.3811	1.1726	-0.4274
209.9772	0.9605	-0.4121
227.8217	0.9400	-0.3506
251.2353	2.4785	-0.3568
269.5814	1.0203	-0.3260
273.6453	0.9564	-0.3285
277.8431	0.8947	-0.3162
287.1080	1.0217	-0.4245
326.1920	0.7537	0.5730
336.3435	0.8182	-0.1486
355.5259	1.7319	-0.4629
