1.0848	1.9971	0.2230
20.9728	1.9269	0.2673
78.3808	1.7149	-0.5736
94.8928	1.5255	-0.2107
115.6848	4.0300	-0.5061
129.5008	2.1382	0.0071
151.5008	2.0630	-0.1702
159.6048	2.4048	0.0314
164.5008	1.8402	0.1377
178.7408	2.1166	0.2161
182.7888	2.6846	0.1523
188.4048	2.7212	0.2632
205.0208	2.7957	0.2249
245.5808	1.0521	0.2914
248.5408	2.7245	0.2684
253.7968	1.8670	0.3083
264.7648	2.0539	-0.5055
273.3408	3.8802	-0.4815
294.9648	2.4922	-0.1554
305.0608	1.6613	0.0402
329.6368	2.1211	-0.1698
334.2448	1.7775	0.1576
340.3728	3.4096	0.0316
356.0688	2.2466	0.1524
