5.4019	0.5353	-0.0804
24.3686	0.6327	-0.3040
29.3353	1.0980	-0.3688
44.2186	0.7106	0.5835
49.4186	0.6147	-0.1378
61.6353	0.9180	-0.0418
71.9020	1.0353	0.2861
86.4853	0.9160	-0.4493
98.0686	0.8126	-0.4332
136.9353	0.8820	-0.3870
142.4020	0.5193	0.6512
155.0686	0.3406	0.7127
168.2852	0.6441	-0.1608
173.7353	0.4740	-0.0454
209.7853	0.6000	-0.3395
224.1352	0.9221	0.7373
229.2020	0.6553	0.7471
237.5186	0.4346	0.0197
268.1853	0.9760	-0.2712
278.7353	0.7700	0.5500
283.2686	0.7246	-0.2933
299.8186	0.6307	-0.1716
317.5186	0.6986	-0.4110
345.3520	0.6333	-0.3925
