36.0975	1.4992	-0.3314
40.4959	1.7728	-0.0679
47.8711	0.8856	-0.3698
84.8980	1.3227	0.8439
95.4007	1.1240	-0.3655
120.6037	1.2330	0.0086
124.5839	0.9247	0.7873
134.1166	1.5601	-0.3255
148.9006	1.2081	-0.3174
158.7676	0.7971	1.2666
171.2773	0.9034	0.2583
177.0136	0.8871	-0.1450
186.4794	0.7653	-0.2639
201.3804	1.4643	-0.3063
209.9764	0.9323	-0.2425
227.8210	0.9997	-0.2340
251.2345	0.8901	-0.3709
269.5807	1.0160	-0.2306
273.6445	1.4642	-0.3799
277.8421	0.9465	-0.2292
287.1074	1.3212	-0.3696
326.1912	0.7495	0.8748
336.3427	1.0300	0.8754
355.5251	0.7996	-0.3654
