0.9581	2.1285	-0.5709
21.0541	1.8493	-0.1709
78.9101	1.1933	-0.5709
94.2781	2.1419	-0.1709
115.6621	4.0413	-0.5709
129.5021	2.1346	0.0691
151.5581	2.0119	-0.2669
159.6221	2.3813	0.0115
164.3741	1.9626	0.2131
178.5101	2.3433	0.2995
183.0381	2.4319	0.1785
188.3021	2.8346	0.3513
204.9981	2.8219	0.2788
244.7741	1.8459	0.3825
248.5981	2.6552	0.3389
253.8461	1.8073	0.4011
264.8621	1.9579	-0.4250
273.1181	4.1019	-0.3877
294.9741	2.4793	-0.0610
304.7581	1.9619	0.1351
329.5261	2.2273	-0.0834
333.8861	2.1340	0.2527
340.3821	3.4046	0.1216
356.4781	1.8253	0.2446
