5.4057	1.0258	-0.4198
24.3724	1.1551	-0.4198
29.3391	0.9245	0.0602
44.2057	2.0179	0.0602
49.4224	1.2891	-0.1894
61.6391	1.5925	-0.1702
71.9058	1.1418	0.0410
86.4891	1.5185	0.4104
98.0725	1.0471	0.3098
136.9391	0.8044	0.4396
142.3891	1.3225	-0.3867
155.0723	1.1272	0.0933
168.2891	1.5824	0.6025
173.7391	0.7244	0.7024
209.7891	0.9624	0.1118
224.1391	1.3405	-0.4026
229.2058	0.8098	-0.1792
237.5224	1.1011	-0.0451
268.1891	0.8345	0.0246
278.7391	0.7644	0.0595
283.2558	0.7998	0.1637
299.8224	1.1451	-0.4194
317.5224	0.9491	-0.1434
345.3558	0.8438	-0.3031
