1.1857	1.5984	-0.3338
20.7217	1.2948	-0.3338
25.5617	1.3049	0.2662
29.7217	3.2324	-0.3338
54.1617	1.4868	0.2662
58.7457	0.7995	-0.6938
67.9377	1.5583	-0.9338
77.3457	1.7665	-0.9338
82.4017	1.1089	-0.3338
93.9457	0.3519	-0.6938
101.3217	1.7224	0.1222
140.9137	0.7294	0.0262
145.8257	1.3363	0.4486
164.6097	2.2531	0.5792
192.6017	0.8021	0.4102
216.0897	1.4468	-0.5686
223.5777	2.1702	0.5638
233.2337	1.7290	0.6253
248.9617	0.8853	-0.5686
256.4897	3.1577	0.1723
282.5137	2.2865	0.6499
307.0017	1.9145	0.4687
331.7537	2.7668	0.6597
347.0257	1.7603	0.4687
