1.2588	1.7636	-0.3426
20.5468	1.4756	-0.3426
25.0428	1.8295	-0.3426
29.6828	3.2729	0.0174
54.3148	1.3409	-0.3426
58.0428	1.4962	-0.3426
67.9788	1.5269	0.0750
76.9228	2.1829	0.4244
81.6508	1.8549	-0.9426
91.9708	2.1016	-0.9426
101.8268	1.2289	-0.9426
139.4348	2.2042	0.5642
145.9388	1.2169	0.0174
165.7068	1.1655	0.0174
191.4188	1.9868	0.6201
216.4028	1.1362	-0.7986
223.1548	2.6009	0.6425
233.0988	1.8569	0.6514
248.4828	1.3562	0.0750
256.1548	3.5009	0.0750
282.5228	2.2829	0.6550
307.3228	1.5994	0.4244
331.4268	3.0956	0.6564
347.6348	1.1542	0.4244
