6.4315	1.5075	-0.3222
25.5275	1.4449	-0.3222
30.2635	1.9089	0.1578
46.2235	0.6655	0.1578
50.7115	2.1442	-0.3222
63.2315	1.3242	0.1578
73.0475	1.8247	-0.5526
88.0076	1.4148	-0.5526
99.1195	1.4862	0.4074
137.7436	2.1956	0.5372
143.7115	1.3276	-0.3222
156.1996	1.3726	-0.3553
169.8716	1.0342	-0.5526
174.4636	1.8255	-0.5526
210.7516	1.5875	0.0380
225.4796	1.5929	0.1406
230.0156	1.7402	0.3985
238.6236	1.7655	0.5325
269.0236	2.0486	0.6023
279.5036	2.3022	-0.3215
284.0556	1.9501	0.0380
300.9676	1.3882	0.1582
318.4716	1.8009	0.3451
346.1996	1.7229	0.5048
