36.0935	0.6555	0.7066
40.5087	0.6804	-0.4770
47.8839	0.6571	0.7102
84.8941	0.7110	-0.2191
95.4134	0.9356	0.7121
120.6163	0.6928	-0.7097
124.5800	0.7451	-0.2068
134.1127	0.6364	-0.5166
148.8967	0.9084	-0.3735
158.7638	0.7133	-0.7031
171.2733	1.8518	-0.0510
177.0264	0.9307	0.3011
186.4754	0.7617	-0.2963
201.3763	0.8608	0.4912
209.9725	0.9045	-0.2546
227.8168	0.6602	-0.2320
251.2473	0.9978	0.5939
269.5767	0.6683	-0.2199
273.6405	0.7165	0.6493
277.8551	0.7900	-0.2133
287.1034	0.7897	0.6792
326.1873	0.8498	-0.3614
336.3555	1.0736	-0.7047
355.5211	0.7400	0.6954
