5.4063	0.6939	0.1768
24.3713	0.7370	0.4513
29.3382	0.7460	0.3024
44.2059	0.6463	-0.4239
49.4238	1.0924	-0.2117
61.6323	0.9079	0.0347
71.9008	1.7594	0.5248
86.4841	1.6081	-0.0807
98.0738	0.9464	0.3727
136.9235	0.7047	0.4121
142.3923	0.8119	-0.4459
155.0691	0.7592	-0.0463
168.2810	1.5552	0.0573
173.7330	0.9112	-0.2818
209.7899	0.9104	-0.2045
224.1390	0.6172	0.1774
229.2064	0.7338	0.3027
237.5182	0.7420	0.3729
268.1899	1.1823	0.4122
278.7426	0.9496	-0.4458
283.2582	1.1300	-0.3944
299.8317	1.1566	-0.0463
317.5256	0.7666	-0.5008
345.3542	1.7060	-0.5152
