5.4062	0.6391	-0.1040
24.3729	1.2724	-0.3202
29.3395	0.7218	0.0256
44.2062	0.8711	0.5967
49.4229	0.5745	0.6237
61.6396	2.0298	0.1404
71.8895	1.2118	0.0978
86.4895	1.8598	-0.3374
98.0729	0.9004	0.0931
136.9395	0.8338	0.1282
142.3895	0.8158	0.1059
155.0729	1.1084	0.3555
168.2895	1.0758	-0.1190
173.7395	0.7378	0.0117
209.7896	1.2558	0.0797
224.1396	0.7938	-0.1148
229.2062	0.7911	-0.3484
237.5229	0.6824	-0.2212
268.1896	0.8878	-0.1551
278.7395	1.2258	0.3730
283.2562	2.1251	-0.1638
299.8229	1.1025	-0.1057
317.5229	0.9304	-0.2903
345.3395	2.2898	-0.3515
