1.0613	2.0282	0.2570
21.1733	1.7329	0.3291
78.6053	1.5009	-0.6283
94.5893	1.8334	-0.1313
115.9253	3.7809	-0.5934
130.4613	1.1782	-0.1313
151.9413	1.6316	-0.1131
160.2213	1.7849	-0.1131
164.6773	1.6622	0.1272
179.6693	1.1869	0.2616
184.1253	1.3476	0.1366
188.6933	2.4295	0.3315
205.7493	2.0736	0.2665
245.2293	1.3935	0.3678
248.8053	2.4509	0.3340
254.5093	1.1469	0.3678
265.4213	1.4014	-0.5908
273.5653	3.6575	-0.5733
295.0133	2.4429	-0.1026
306.2053	0.5008	0.1421
331.2693	0.4869	-0.1118
334.0533	1.9695	0.1421
340.6533	3.1362	-0.1118
356.9173	1.3889	0.1373
