1.9301	0.8377	-0.3809
25.1461	1.7209	0.2191
30.2741	2.6805	-0.3809
54.3301	1.3188	-0.3809
58.1781	1.3676	-0.7409
68.6581	0.8383	-0.9809
77.7781	1.3346	-0.0209
83.3861	0.3591	0.2191
92.6821	1.3818	-0.3809
101.5541	1.4906	-0.3809
140.5461	1.0975	0.3631
145.8021	1.3604	0.2191
165.3541	1.5092	0.4591
192.5221	0.8821	0.5167
223.3141	2.4343	0.5782
233.3541	1.6092	0.6027
248.6261	1.2215	-0.6449
256.4821	3.1656	-0.6449
282.7861	2.0145	0.6126
307.1781	1.7385	0.1135
331.6581	2.8629	0.6165
347.2341	1.5524	0.4169
