0.9580	1.7671	-0.5284
20.5500	1.4584	-0.5284
25.1900	1.6852	-0.0684
29.7500	3.2085	-0.5284
54.1020	1.5565	-0.0684
58.9100	0.6318	-0.7400
67.8700	1.6385	-0.3168
77.1580	1.9505	0.0458
81.6940	1.8145	-0.5284
92.0940	1.9809	-0.1827
101.3100	1.7317	0.1183
139.5820	2.0598	0.2417
145.3660	1.7924	0.2808
164.5740	2.2845	0.3686
191.5020	1.9065	0.3474
215.7500	1.7918	-0.5040
223.0140	2.7445	0.4045
233.0300	1.9285	0.4354
248.5500	1.2918	-0.0553
256.3580	3.3004	0.1871
282.3980	2.3937	0.4520
307.2540	1.6543	0.3180
331.4700	3.0551	0.4610
346.8860	1.8889	0.3886
