36.0943	2.0484	-0.6248
40.5094	1.3933	-0.6248
47.8847	0.8821	-0.1648
84.8948	1.0959	-0.1648
95.4141	0.7447	0.0836
120.6005	0.9023	0.2952
124.5808	0.7620	-0.5473
134.1134	0.7653	-0.3764
148.8974	0.8774	-0.5105
158.7645	1.2182	-0.2422
171.2740	0.7087	0.2534
177.0270	0.5078	0.5210
186.4761	0.7226	-0.3147
201.3772	0.8216	0.6656
209.9732	0.6895	-0.2089
227.8178	0.8930	-0.1518
251.2311	0.7116	0.7436
269.5775	0.6533	-0.1210
273.6414	0.7814	0.7858
277.8558	0.7509	-0.1043
287.1042	1.1506	0.8085
326.1881	0.6667	-0.2342
336.3562	0.7065	-0.5873
355.5219	0.7729	0.8208
