1.1982	1.8844	-0.4608
21.0942	1.8063	0.0792
78.7742	1.3221	-0.4608
94.6142	1.8048	-0.4608
117.0462	2.6525	-0.4608
129.9902	1.6495	0.0792
152.4142	1.1506	-0.7524
159.8062	2.2042	-0.7524
164.4782	1.8637	0.3276
178.7022	2.1560	0.4419
184.2622	1.2119	-0.0549
188.3182	2.8086	0.4944
206.3502	1.4671	0.2659
244.6382	1.9784	0.5186
248.8222	2.4439	0.4135
253.7342	1.9302	0.5297
265.1742	1.6451	-0.5986
273.1742	4.0475	-0.5451
295.5902	1.8675	0.0404
304.7342	1.9886	0.3098
330.2542	1.5043	0.0158
334.2542	1.7688	0.4337
340.7182	3.0648	0.2984
356.4622	1.8540	0.2984
