0.0237	0.8605	-0.4473
19.5072	1.0650	-0.3751
24.1064	1.4658	0.5516
28.8727	0.5875	0.6131
53.1390	0.8972	-0.4936
57.0023	1.5539	1.0924
66.9197	0.8445	1.1170
76.2516	0.5286	0.1087
80.8507	0.6415	0.6590
91.3199	1.1883	0.6743
100.1835	1.0127	0.6805
138.5818	0.8784	-0.2946
144.3516	1.1566	-0.0585
163.8349	1.1693	-0.0560
190.7439	0.9963	-0.4559
214.9434	0.7568	0.1610
222.4357	0.9286	-0.5204
232.4200	0.7203	-0.5462
247.2374	0.8308	-0.5347
255.3987	1.0135	-0.2465
281.7389	0.6253	-0.5375
306.0388	1.3014	-0.1312
330.8238	0.6765	-0.5334
346.1429	0.7013	-0.4268
