0.0202	1.2082	-0.3472
20.3065	1.0739	-0.3142
77.5023	0.9260	0.3079
93.3735	1.5509	-0.3015
115.0308	1.7256	0.6455
128.7613	1.2670	-0.0531
150.8704	1.3741	0.0496
158.9648	1.3996	0.1022
163.7479	2.3765	-0.3334
177.8963	0.9161	-0.2589
182.2110	1.0574	-0.1719
187.6297	1.0067	-0.1995
204.3704	1.9300	-0.2980
243.9726	0.7438	-0.1723
247.9862	2.5702	-0.2738
253.1207	1.2437	-0.1597
264.2087	2.0997	0.7482
272.4202	1.5362	0.5127
294.3285	1.4439	-0.0731
304.0786	0.8138	0.0411
328.8970	1.1874	0.7593
333.1950	1.2254	-0.2284
339.6672	2.3692	0.1494
355.4546	1.3018	-0.1311
