0.0246	1.1611	-0.4446
19.5081	1.2136	-0.4446
24.1072	1.4546	0.1554
28.8735	0.8482	-0.0846
53.1399	1.0218	0.1554
57.0031	1.7426	0.5154
66.9205	1.0172	0.8994
76.2524	1.0933	1.0530
80.8516	1.5502	-0.0846
91.3207	2.6250	0.5154
100.1844	1.1373	-0.3006
138.5827	2.3311	0.0930
144.3523	1.4734	-0.2622
163.8358	0.7739	-0.1316
190.7447	1.8570	-0.2910
214.9275	1.1623	0.3902
222.4366	1.1411	-0.4446
232.4208	0.8129	-0.3832
247.2381	1.7236	0.6302
255.3995	1.0902	-0.1107
281.7396	0.7742	-0.3586
306.0396	0.9621	-0.4070
330.8244	0.9293	-0.3487
346.1436	0.8821	-0.3110
