0.0184	1.0368	-0.4050
20.3045	0.8307	-0.0050
77.5006	1.0106	-0.4050
93.3716	1.0196	-0.0050
115.0459	1.1054	-0.2450
128.7762	0.8310	-0.4050
150.8686	0.9546	-0.1010
158.9629	0.6683	0.1774
163.7459	1.1333	-0.1650
177.8944	1.3768	-0.0210
182.2093	0.7259	0.3444
187.6278	1.2594	0.0654
204.3685	0.8467	0.4446
243.9707	1.7645	0.1172
247.9844	0.7989	0.5048
253.1188	1.6964	0.1483
264.2067	0.6325	-0.2592
272.4182	2.8370	-0.1770
294.3266	1.1686	-0.3018
304.0767	1.9385	-0.1031
328.8950	0.8482	0.0825
333.1932	0.8460	0.0161
339.6653	0.6299	0.2875
355.4526	0.6026	0.4105
